中国概念股周三收盘普跌
　　新浪科技讯 美国东部时间10月28日16:00(北京时间10月29日4:00)消息，因九月份新屋销量报告不及预期，引发投资者对于经济复苏的担忧，美股周三大幅下滑。美元上涨导致大宗商品市场大跌，给能源与原材料板块带来巨大压力。中国概念股周三几乎全部下跌。
　　截至收盘，道琼斯工业平均指数下跌了119.48点，至9762.69点，跌幅为1.21%；纳斯达克综合指数下跌了56.48点，至2059.61点，跌幅为2.67%；标准普尔500指数下跌了20.78点，至1042.63点，跌幅为1.95%。
　　中国概念股周三几乎全部下跌，其中空中网(Nasdaq:KONG)、国人通信(Nasdaq:GRRF)、九城关贸(Nasdaq:NINE)三只股票跌幅超10%。(均为)
　　股票名称 最新价  涨跌幅
　　新浪  37.36 -2.81%
　　CRIC 12.46 -4.08%
　　网易  36.00  +0.81%
　　搜狐  55.81 -2.60%
　　百度  396.83 +3.43%
　　分众传媒 13.05  -3.48%
　　盛大  40.34  -9.75%
　　盛大游戏  8.79  -8.05%
　　巨人网络  7.27  -3.07%
　　畅游  31.78 -0.78%
　　第九城市 7.66  -3.04%
　　完美时空 43.16 -3.75%
　　携程网57.47  -1.89%
　　金融界 7.95  -7.13%
　　艺龙  11.19 -3.03%
　　前程无忧 15.49  -2.33%
　　掌上灵通 2.08  -5.88%
　　空中网  12.39 -12.62%
　　华友世纪 6.00 -4.00%
　　易居中国  16.98 -7.57%
　　如家快捷  25.51 -6.97%
　　新东方  70.96 -0.46%
　　正保远程教育  6.46 -4.30%
　　华视传媒  8.65 -3.78%
　　航美传媒 8.34  -1.53%
　　新华悦动传媒  1.16  -6.45%
　　永新视博 6.52 -5.37%
　　UT斯达康  1.93  -8.10%
　　展讯通信  5.13  -5.35%
　　亚信科技  19.86 -6.32%
　　中芯国际  2.49 -1.97%
　　中星微电子  3.70 -1.86%
　　炬力  2.55 -4.14%
　　侨兴环球  1.81 -2.16%
　　德信无线  3.05  -0.65%
　　无锡尚德  12.21 -6.15%
　　文思信息  14.69 -11.29%
　　诺亚舟  4.80  -4.95%
　　中华网  2.16 -8.86%
　　CDC软件 8.88  -5.03%
　　侨兴移动  3.34  -4.30%
　　国人通信  4.28 -12.83%

