中国概念股周三普遍下跌 17只股票跌幅超5%
　　新浪科技讯 北京时间9月29日凌晨消息，周三美国股市尾盘跳水大幅收低，大盘结束此前三连阳势头。欧盟领袖在解决债务危机问题上存在分歧，令市场倍感担忧。纳斯达克综合指数跌2.17%，中国概念股普遍下跌，7只股票创52周新低，共17只股票跌幅超5%，其中11只股票跌幅超7%。搜狐和学大教育跌幅超11%均创下52周新低，文思信息、斯凯网络和侨兴环球均大跌8%创下52周新低。
　　股价创出新低还有跌金融界跌0.46%创52周新低，第九城市跌1.47%创52周新低。盛大游戏跌8.89%与52周最低价持平，侨兴移动跌4.85%与52周最低价持平。
　　周三，分众传媒大跌9.23%。盛大游戏、携程网、侨兴环球、文思信息、斯凯网络等5只股票跌幅在8%至9%之间。
　　新浪、展讯通信、搜房网、土豆网、软通动力、新东方等6只股票跌幅在6%至8%之间。畅游、前程无忧、巨人网络等3只股票跌幅在5%至6%之间。百度、网易、完美世界、德信无线、麦考林、当当、网秦、海辉软件、侨兴移动、中华网软件等10只股票跌幅在3%至5%之间。
　　美东时间9月28日16:00(北京时间9月29日04:00)，道琼斯工业平均指数下跌179.79点，收于11,010.90点，跌幅1.61%；纳斯达克综合指数下跌55.25点，收于2,491.58点，跌幅2.17%；标准普尔500指数下跌24.32点，收于1,151.06点，跌幅2.07%。
　　上周美股四连阳已经导致美国股市市值蒸发了1万亿美元，原因就是市场担心希腊违约已不可避免、欧洲无法控制债务危机蔓延。
　　周三美股高开，盘中道指最高曾上涨超过126点，但在欧盟关于债务危机解决方案存在重大分歧的消息传出之后，美股转跌。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　81.1　-6.92%
　　CRIC　4.9　-0.81%
　　网易　39.91　-3.60%
　　搜狐　53.11　-11.25%
　　百度　121.42　-4.93%
　　分众传媒　24.88　-9.23%
　　盛大　34.17　-1.01%
　　盛大游戏　4.51　-8.89%
　　巨人网络　3.32　-5.41%
　　畅游　27.7　-5.94%
　　第九城市　4.02　-1.47%
　　完美世界　12.61　-3.22%
　　携程网　33.67　-8.83%
　　金融界　2.16　-0.46%
　　艺龙　17.36　-0.29%
　　前程无忧　44.38　-5.97%
　　掌上灵通　0.82　2.47%
　　空中网　3.61　-1.63%
　　酷6传媒　1.98　5.32%
　　易居中国　6.09　-3.94%
　　华视传媒　1.88　1.08%
　　航美传媒　2.58　-1.15%
　　UT斯达康　1.03　-2.83%
　　展讯通信　18.81　-7.57%
　　亚信科技　8.48　-0.93%
　　中芯国际　2.51　-2.33%
　　中星微电子　1.35　-0.74%
　　炬力　2.05　5.13%
　　侨兴环球　0.73　-8.75%
　　泰克飞石　1.88　-3.59%
　　文思信息　7.62　-8.74%
　　诺亚舟　1.7　1.19%
　　中华网　1.04　-4.17%
　　CDC软件　3.3　5.43%
　　侨兴移动　0.98　-4.85%
　　国人通信　1.91　-2.55%
　　联游网络　0.47　0.02%
　　BCD半导体　5.43　1.50%
　　学而思　10.13　-2.69%
　　学大教育　2.8　-11.39%
　　正保远程教育　2.79　13.41%
　　新东方　27.58　-7.60%
　　搜房网　12.25　-7.20%
　　蓝汛　4.98　-0.60%
　　高德软件　13.96　0.29%
　　麦考林　1.37　-3.52%
　　优酷网　19.88　-1.92%
　　当当网　5.27　-3.66%
　　斯凯　3.57　-8.23%
　　软通动力　7.98　-7.42%
　　创博国际　2.44　-8.27%
　　海辉软件　9.93　-4.43%
　　奇虎360　17.75　0.34%
　　世纪互联　10.49　-1.13%
　　人人公司　5.79　3.58%
　　网秦　4.15　-3.26%
　　世纪佳缘　8.74　-1.02%
　　凤凰新媒体　5.38　1.89%
　　淘米　6.5　-2.03%
　　土豆网　16.77　-6.47%

