美股周二波动剧烈中国概念股涨跌互现
　　新浪科技讯 北京时间11月26日消息，美股周二波动剧烈，主要股指收盘大多走高。美国政府出资8000亿美元来激活消费者贷款市场的消息令投资者振奋，但科技股的下跌给市场带来压力，纳指下跌0.5%。标准普尔500指数上涨0.7%。道指上涨0.4%，已连续第三个交易日高收。受此影响，中国概念股周二涨跌互现。
　　截至收盘(北京时间凌晨5：00)，道琼斯工业平均指数上涨了36.08点，报收8479.47点，涨幅为0.43%。道指盘中一度上涨了100多点。道指30种成份股中共有16只股票上涨。标准普尔500指数上涨了5.58点，报收857.39点，涨幅为0.66%。通讯服务、金融与原材料板块领涨，大宗消费品板块跌幅居前。纳斯达克综合指数下跌了7.295点，报收1464.73点，跌幅为0.50%。
　　中国概念股周二涨跌互现，其中金融界大涨22.6%。
　　股票名称 最新价 涨跌幅 
　　新浪 27.290 3.650% 
　　网易 17.490 -2.890% 
　　搜狐 42.750 0.850% 
　　百度 124.030 7.730% 
　　分众传媒 7.300 5.800% 
　　盛大网络 23.220 -0.770% 
　　巨人网络 6.140 0.000% 
　　第九城市 10.760 -2.000% 
　　完美时空 16.380 1.110% 
　　携程网 18.970 -0.160% 
　　金融界 6.350 22.590% 
　　艺龙 6.980 -0.290% 
　　前程无忧 6.310 0.160% 
　　灵通网 0.780 1.300% 
　　空中网 3.300 -1.200% 
　　华友世纪 1.390 -1.420% 
　　易居中国 5.420 2.850% 
　　如家快捷 8.710 7.800% 
　　新东方 48.340 9.740% 
　　正保远程教育 2.860 14.860% 
　　华视传媒 5.340 2.100% 
　　航美传媒 5.470 -4.040% 
　　新华财经传媒 0.480 9.090% 
　　永新视博 4.830 -1.230% 
　　UT斯达康 1.510 1.340% 
　　展讯通信 0.750 -7.410% 
　　亚信 10.580 2.030% 
　　中芯国际 0.960 -6.790% 
　　中星微 1.750 -0.570% 
　　珠海炬力 1.450 1.400% 
　　侨兴环球 1.480 -4.520% 
　　德信无线 0.900 15.370% 
　　无锡尚德 7.580 13.300% 
　　文思信息 5.950 -0.830% 
　　诺亚舟 2.570 1.980% 
　　CDC 0.760 1.060% 


