中国概念股周二早盘几乎全线上涨
　　新浪科技讯 美国东部时间3月10日10:42(北京时间3月10日22:42)消息，美国股市周二开盘大幅上涨。花旗集团宣布今年头两个月实现盈利，加上受到公司并购的刺激，令市场重拾做多动力。受大盘影响，中国概念股周二早盘几乎全线上涨。
　　道琼斯工业平均指数涨3.61%，至6783.37点；纳斯达克指数涨4.03%，至1319.76点；标普500指数涨4.02%，至703.7点。
　　受大盘影响，中国概念股早盘几乎全部上涨，金融界涨15%，中华网涨14.9%，无锡尚德涨14.26%。
　　股票名称 最新价 涨跌幅 
　　新浪 20.210 6.760% 
　　网易 21.750 4.070% 
　　搜狐 45.680 6.210% 
　　百度 163.540 5.460% 
　　分众传媒 6.100 4.990% 
　　盛大 32.570 5.850% 
　　巨人网络 7.160 1.850% 
　　第九城市 9.980 6.970% 
　　完美时空 10.890 4.320% 
　　携程网 22.020 6.170% 
　　金融界 9.040 15.160% 
　　艺龙 5.500 3.580% 
　　前程无忧 6.150 -1.130% 
　　掌上灵通 1.200 1.690% 
　　空中网 4.900 3.380% 
　　华友世纪 1.050 2.940% 
　　易居中国 6.550 1.240% 
　　如家快捷 8.130 5.450% 
　　新东方 43.370 4.960% 
　　正保远程教育 5.520 0.360% 
　　华视传媒 5.440 1.300% 
　　航美传媒 4.140 3.500% 
　　新华财经传媒 0.420 0.020% 
　　永新视博 7.000 7.690% 
　　UT斯达康 0.670 6.220% 
　　展讯通信 0.930 8.140% 
　　亚信科技 13.030 4.410% 
　　中芯国际 1.610 3.870% 
　　中星微电子 1.650 -2.750% 
　　炬力 1.380 2.220% 
　　侨兴环球 0.970 4.290% 
　　德信无线 1.260 -10.630% 
　　无锡尚德 6.010 14.260% 
　　文思信息 4.840 7.320% 
　　诺亚舟 3.030 1.340% 
　　中华网 0.860 14.900% 


