美股飙升推动中国概念股周一全线上涨
　　新浪科技讯 美国东部时间10月13日(北京时间10月13日)消息，受全球政府相继推出金融系统救援计划消息激励，美股周一大幅飙升，中国概念股全线飙升。
　　道指上涨了936点，单日上涨点数与百分比涨幅均创下历史新高；标准普尔500指数百分比涨幅创69年来新高，结束了连续八个交易日下跌的势头；纳斯达克指数上涨194.74点，报收于1844.25点，涨幅为11.81%。
　　股票名称 最新价 涨跌幅 
　　新浪 33.890 10.430% 
　　网易 21.400 14.560% 
　　搜狐 56.750 17.350% 
　　百度 266.050 24.470% 
　　分众传媒 22.980 21.070% 
　　盛大网络 28.100 15.640% 
　　巨人网络 6.330 10.660% 
　　第九城市 15.890 8.840% 
　　完美时空 21.590 21.630% 
　　携程网 37.120 12.420% 
　　金融界 10.780 19.120% 
　　艺龙 7.080 3.960% 
　　前程无忧 9.100 6.560% 
　　灵通网 1.130 31.410% 
　　空中网 2.900 7.400% 
　　华友世纪 2.580 2.790% 
　　易居中国 5.600 8.530% 
　　如家快捷 11.550 8.550% 
　　新东方 60.470 14.290% 
　　正保远程教育 4.000 0.000% 
　　华视传媒 12.800 14.490% 
　　航美传媒 7.050 16.920% 
　　新华财经传媒 1.100 3.780% 
　　永新视博 8.520 11.370% 
　　UT斯达康 2.330 18.880% 
　　展讯通信 1.690 12.670% 
　　亚信 10.170 19.790% 
　　中芯国际 1.290 9.320% 
　　中星微 1.450 3.570% 
　　珠海炬力 2.070 3.500% 
　　侨兴环球 1.920 20.000% 
　　德信无线 0.890 8.540% 
　　无锡尚德 27.840 27.120% 
　　文思信息 6.690 17.370% 
　　诺亚舟 3.500 14.750% 
　　深圳迈瑞 31.040 4.340% 
　　CDC 1.550 34.780% 


