中国概念股周一普涨 分众和7天连锁创52周新高
　　新浪科技讯 北京时间9月14日凌晨消息，周一美国股市收高，三大股指均已收复今年失地。中国与欧洲的经济数据令人振奋，全球银行业界达到更严格资本金要求的最后期限远在8年之后，令市场情绪乐观。中国互联网公司普遍上涨，展讯通讯大涨10.1%，空中网6.71%。分众传媒和7天连锁涨幅均超5%，两公司股价均创52周新高。
　　美东时间9月13日16:00(北京时间9月14日04:00)，道琼斯工业平均指数上涨81.36点，收于10,544.13点，涨幅0.78%；纳斯达克综合指数上涨43.23点，收于2,285.71点，涨幅1.93%；标准普尔500指数上涨12.36点，收于1,121.91点，涨幅1.11%。
　　中国互联网公司周一普遍上涨。其中，展讯通讯大涨10.1%，上涨1.14美元，报收于12.43美元；空中网上涨6.71%，上涨0.39美元，报收于6.20美元；分众传媒涨幅创52周新高上涨5.99%，上涨1.22美元，报收于21.58美元；7天连锁上涨5.17%股价创52周新高，上涨0.82美元，报收于16.67美元。
　　过去52周，分众传媒最高股价为20.65美元，最低股价为8.84美元；7天连锁最高股价为16.65美元，最低股价为9.10美元。
　　股票　最新价　涨跌幅
　　新浪　44.8　3.39%
　　CRIC　8.01　1.65%
　　网易　39.79　3.59%
　　搜狐　53.58　1.53%
　　百度　86.26　2.29%
　　分众传媒　21.57　5.94%
　　盛大　38.04　-1.61%
　　盛大游戏　5.24　-1.69%
　　巨人网络　6.09　0.16%
　　畅游　25.99　0.23%
　　第九城市　5.72　1.60%
　　完美时空　25.47　1.64%
　　携程网　42.82　3.96%
　　金融界　7.17　1.56%
　　艺龙　17.39　3.14%
　　前程无忧　29　4.28%
　　掌上灵通　1.58　3.27%
　　空中网　6.2　6.71%
　　酷6传媒　3.09　2.66%
　　易居中国　17.24　0.76%
　　如家快捷　50.21　3.04%
　　7天连锁　16.67　5.17%
　　新东方　102　-0.02%
　　正保远程教育　4.97　0.40%
　　华视传媒　3.85　4.34%
　　航美传媒　3.89　3.18%
　　新华悦动传媒　0.24　-3.92%
　　永新视博　7.5　1.22%
　　UT斯达康　2　0.00%
　　展讯通信　12.43　10.10%
　　亚信科技　16.2　-2.12%
　　中芯国际　3.36　3.07%
　　中星微电子　3.43　0.88%
　　炬力　2.11　-1.40%
　　侨兴环球　1.57　1.29%
　　德信无线　3.56　1.14%
　　无锡尚德　8.92　-0.56%
　　文思信息　28.98　-2.00%
　　诺亚舟　2.07　2.99%
　　中华网　1.51　-1.31%
　　CDC软件　5.69　-0.35%
　　侨兴移动　3.38　0.90%
　　国人通信　1.83　3.87%
　　汉庭连锁酒店　23.69　-0.63%

