中国概念股周一涨跌互现 5公司涨幅超8%
　　新浪科技讯 北京时间4月19日凌晨消息，周一美国股市收低。标普机构将美国信用评级前景从“稳定”调降至“负面”，欧洲主权债务危机再度恶化，令市场情绪受挫。中国概念股涨跌互现，盛大网络因旗下公司盛大文学提交上市申请大涨17.04%报于51.45美元，创52周新高；新浪大涨8.49%报135.13美元创历史新高。
　　人人公司计划于5月4日在纽交所挂牌交易，交易代码为“RENN”。此前人们普遍预计人人网将于今年夏季上市。
　　斯凯网络涨9.27%报16.97美元创52周新高；奇虎360涨8.50%报31.92美元；当当网涨7.88%报20.94美元；麦考林涨8.99%报5.93美元；展讯通信涨5.46%报21.63美元。另外，空中网跌8.26%报9.89美元；侨兴移动跌5.00%报2.09美元。
　　美东时间4月18日16:00(北京时间4月19日04:00)，道琼斯工业平均指数下跌140.24点，报12,201.59点，跌幅1.14%；纳斯达克综合指数下跌29.27点，报2,735.38点，跌幅1.06%；标准普尔500指数下跌14.55点，报1,305.13点，跌幅1.10%。
　　股票　最新价　涨跌幅
　　新浪　135.13　8.49%
　　CRIC　8.39　0.72%
　　网易　53.51　1.38%
　　搜狐　96.07　0.72%
　　百度　145.89　-0.63%
　　分众传媒　34.44　0.50%
　　盛大　51.45　17.04%
　　盛大游戏　7.61　2.56%
　　巨人网络　8.47　1.07%
　　畅游　36.12　3.50%
　　第九城市　6.4　-3.47%
　　完美世界　25.55　1.83%
　　携程网　45.75　0.33%
　　金融界　4.94　2.49%
　　艺龙　14.3　0.00%
　　前程无忧　59.3　-2.88%
　　掌上灵通　1.33　0.76%
　　空中网　9.89　-8.26%
　　酷6传媒　4.73　3.28%
　　易居中国　11.98　-2.76%
　　如家快捷　42.84　-0.83%
　　7天连锁　22　0.09%
　　新东方　116.31　-0.33%
　　正保远程教育　3.78　1.89%
　　华视传媒　4.17　-0.71%
　　航美传媒　4.94　-1.40%
　　永新视博　6.73　-3.44%
　　UT斯达康　2.56　-3.40%
　　展讯通信　21.63　5.46%
　　亚信科技　18.56　-2.21%
　　中芯国际　3.84　-1.03%
　　中星微电子　2.8　-3.45%
　　炬力　2.42　0.42%
　　侨兴环球　2.09　-5.00%
　　德信无线　4.05　2.02%
　　无锡尚德　8.62　-4.54%
　　文思信息　31.99　-1.78%
　　诺亚舟　2.7　-1.82%
　　中华网　2.88　2.13%
　　CDC软件　4.8　-0.62%
　　侨兴移动　2.92　-2.99%
　　国人通信　3.12　-2.50%
　　汉庭连锁酒店　21.46　0.28%
　　联游网络　1.21　4.31%
　　搜房网　22.52　-0.18%
　　蓝汛　15.95　0.25%
　　高德软件　18.41　0.00%
　　麦考林　5.93　8.99%
　　优酷网　65.36　8.70%
　　当当网　20.94　7.88%
　　博纳影业　6.3　2.44%
　　斯凯　16.97　9.27%
　　软通动力　18.8　0.21%
　　创博国际　3.92　1.82%
　　海辉软件　19.53　-2.15%
　　奇虎360　31.92　8.50%

