中国概念股周二涨跌互现九城涨14.46%
　　新浪科技讯 美国东部时间6月2日16:00(北京时间6月3日4:00)消息，因4月二手房签约销量好于预期，美股周二小幅上扬。受大盘影响，中国概念股周二涨跌互现。
　　截至收盘，道琼斯工业平均指数上涨了19.43点，至8740.87点，涨幅为0.22%；纳斯达克综合指数上涨了8.12点，至1836.80点，涨幅为0.44%，标准普尔500指数上涨了1.92点，至944.79点，涨幅为0.20%。
　　中国概念股周二收盘涨跌互现。其中第九城市大涨14.46%，新华悦动传媒大涨16.01%。
　　股票名称	最新价	 涨跌幅
　　新浪	31.350	 -3.950%
　　网易	35.820	  0.030%
　　搜狐	65.290	 -1.450%
　　百度	278.000	 -2.790%
　　分众传媒	8.680	 -2.910%
　　盛大	60.400	  0.280%
　　巨人网络	8.480	  7.070%
　　畅游	37.650	  5.260%
　　第九城市	10.610	  14.460%
　　完美时空	22.000	 -2.440%
　　携程网	42.080	 -0.470%
　　金融界	12.530	 -1.570%
　　艺龙	6.480	  0.000%
　　前程无忧	8.930	  2.640%
　　掌上灵通	2.100	  9.370%
　　空中网	9.940	 -0.200%
　　华友世纪	3.200	  4.920%
　　易居中国	15.210	 -2.940%
　　如家快捷	17.400	  2.410%
　　新东方	59.230	  0.250%
　　正保远程教育	5.820	  4.860%
　　华视传媒	6.580	  5.790%
　　航美传媒	6.590	 -0.150%
　　新华悦动传媒	0.790	  16.010%
　　永新视博	9.220	  1.430%
　　UT斯达康	2.240	  0.000%
　　展讯通信	2.070	  8.950%
　　亚信科技	21.280	  0.950%
　　中芯国际	2.670	 -4.640%
　　中星微电子	2.200	  0.000%
　　炬力	2.110	  0.480%
　　侨兴环球	2.180	  6.340%
　　德信无线	2.190	  10.050%
　　无锡尚德	17.080	 -0.760%
　　诺亚舟	4.440	 -1.330%
　　中华网	1.720	  1.180%


