中国概念股周四早盘涨跌互现
　　新浪科技讯 美国东部时间12月18日10:00(北京时间12月18日23:00)消息，美股周四小幅高开，上次首次申请失业救济人数有所下降，投资者预期美国政府将出台更多经济刺激措施。劳工部表示上周首次申请失业救济人数下降至55.4万人，降幅超出了经济学家预期。
　　道琼斯工业平均指数上涨了38点，至8861点，涨幅为0.4%。道指30种成份股中共有20只股票上扬。标准普尔500指数上涨了3点，至907点，涨幅为0.4%；纳斯达克综合指数上涨了3点，至1582点，涨幅为0.2%。
　　受大盘影响，中国概念股周四早盘涨跌互现，其中分众传媒涨幅超过10%。
　　股票名称 最新价 涨跌幅 
　　新浪 29.540 0.100% 
　　网易 21.480 -0.370% 
　　搜狐 45.450 -0.110% 
　　百度 138.140 1.950% 
　　分众传媒 9.260 10.630% 
　　盛大网络 29.950 -0.070% 
　　巨人网络 5.980 0.170% 
　　第九城市 12.710 0.870% 
　　完美时空 16.100 0.310% 
　　携程网 22.100 1.700% 
　　金融界 8.340 -3.140% 
　　艺龙 7.150 0.700% 
　　前程无忧 6.500 4.840% 
　　灵通网 1.020 -3.770% 
　　空中网 3.510 -1.400% 
　　华友世纪 1.840 -6.600% 
　　易居中国 8.340 6.110% 
　　如家快捷 11.270 2.360% 
　　新东方 54.480 0.670% 
　　正保远程教育 3.770 -6.450% 
　　华视传媒 4.960 2.690% 
　　航美传媒 5.120 -3.580% 
　　新华财经传媒 0.600 1.730% 
　　永新视博 7.200 -0.550% 
　　UT斯达康 1.630 -2.980% 
　　展讯通信 1.130 -0.530% 
　　亚信 12.300 -2.380% 
　　中芯国际 1.490 -1.970% 
　　中星微 1.900 -1.550% 
　　珠海炬力 1.670 0.000% 
　　侨兴环球 1.950 1.560% 
　　德信无线 0.870 1.750% 
　　无锡尚德 10.840 0.280% 
　　文思信息 5.210 1.760% 
　　诺亚舟 2.990 0.000% 
　　CDC 1.150 7.680% 


