中国互联网公司周三收盘股价涨跌互现
　　新浪科技讯 北京时间7月29日凌晨消息，在最近美股连续上涨之后，周三美国股市收低。新近公布的经济数据令人失望，使投资者在最近股市连续上扬、道指四连阳之后获利回吐。中国互联网公司周三收盘涨跌互现，华友世纪股价上涨7.41%，新华悦动传媒股价上涨7.27%。
　　美东时间7月28日16:00(北京时间7月29日04:00)，道琼斯工业平均指数下跌39.81点，收于10,497.88点，跌幅0.38%；纳斯达克综合指数下跌23.69点，收于2,264.56点，跌幅1.04%；标准普尔500指数下跌7.72点，收于1,106.12点，跌幅0.69%。
　　中国互联网公司周三收盘涨跌互现，华友世纪股价上涨7.41%，新华悦动传媒股价上涨7.27%。
　　股票名称	最新价		涨跌幅
　　新浪		41.3		-2.98%
　　CRIC		9.22		-2.85%
　　网易		37.16		1.42%
　　搜狐		47.67		0.15%
　　百度		79.4		-2.06%
　　分众传媒	17.77		-0.89%
　　盛大		40.22		-0.27%
　　盛大游戏	6.95		1.46%
　　巨人网络	6.82		-0.29%
　　畅游		28.72		1.52%
　　第九城市	5.15		1.78%
　　完美时空	24.05		-0.08%
　　携程网		39.2		-0.88%
　　金融界		7.89		0.00%
　　艺龙		12.26		1.66%
　　前程无忧	24.18		-1.31%
　　掌上灵通	1.7		-1.16%
　　空中网		6.13		-0.33%
　　华友世纪	2.9		7.41%
　　易居中国	16.84		1.51%
　　如家快捷	41.52		1.00%
　　7天连锁		11		0.09%
　　新东方		95.32		-1.00%
　　正保远程教育	5.45		2.64%
　　华视传媒	3.89		2.37%
　　航美传媒	3.38		0.60%
　　新华悦动传媒	0.31		7.27%
　　永新视博	5.89		-2.00%
　　UT斯达康	2.08		-4.15%
　　展讯通信	9.48		-1.56%
　　亚信科技	26		-1.78%
　　中芯国际	3.23		-1.82%
　　中星微电子	4.59		0.44%
　　炬力		2.17		-0.91%
　　侨兴环球	1.66		-4.60%
　　德信无线	3.05		-2.87%
　　无锡尚德	10.56		0.48%
　　文思信息	25.01		-3.73%
　　诺亚舟		2.82		-1.74%
　　中华网		2.09		-4.57%
　　CDC软件		7.25		1.40%
　　侨兴移动	2.72		1.12%
　　国人通信	2.1		5.53%
　　汉庭连锁酒店	17.08		4.15%

