中国互联网公司股价周一涨跌互现
　　新浪科技讯 受公用事业(2319.292,37.60,1.65%)板块上涨带动，美股周一收高，纳指与标准普尔500指数再创2009年新高。据《华尔街日报》报道，中国主权基金正在考虑收购美国电力公司AES Corp.的股份。
　　中国互联网公司周一股价呈现涨跌互现之势，其中中华网上涨13.52%，分众传媒上涨12.06%，掌上灵通下跌3.38%。
　　截至收盘，道琼斯工业平均指数上涨了21.39点，至9626.80点，涨幅为0.22%；纳斯达克综合指数上涨了10.88点，至2091.78点，涨幅为0.52%；标准普尔500指数上涨了6.61点，至1049.34点，涨幅为0.63%。
　　股票名称	最新价		涨跌幅
　　新浪		33.11		0.15%
　　网易		42.57		-2.05%
　　搜狐		65.84		1.35%
　　百度		379.5		2.58%
　　分众传媒	10.87		12.06%
　　盛大		51.42		5.05%
　　巨人网络	7.6		1.33%
　　畅游		40.54		0.00%
　　第九城市	8.17		0.12%
　　完美时空	43.42		-0.21%
　　携程网		53.75		-0.79%
　　金融界		9.28		-1.38%
　　艺龙		9.89		5.66%
　　前程无忧	13.79		-1.50%
　　掌上灵通	2		-3.38%
　　空中网		14.34		-2.65%
　　华友世纪	3.6		-2.70%
　　易居中国	20.69		-1.05%
　　如家快捷	28.15		0.18%
　　新东方		74.76		0.73%
　　正保远程教育	7.73		-0.90%
　　华视传媒	6.1		-0.49%
　　航美传媒	7.79		0.00%
　　新华悦动传媒	1.66		3.75%
　　永新视博	7.63		0.66%
　　UT斯达康	2.08		4.00%
　　展讯通信	3.32		1.53%
　　亚信科技	17.6		1.44%
　　中芯国际	2.7		1.50%
　　中星微电子	3.52		-1.68%
　　炬力		2.38		-1.24%
　　侨兴环球	1.86		-1.06%
　　德信无线	3.03		5.21%
　　无锡尚德	15.61		-2.25%
　　文思信息	15.05		1.96%
　　诺亚舟		5.11		5.36%
　　中华网		2.77		13.52%
　　CDC软件		8.86		4.85%
　　侨兴移动	2.92		1.74%
　　国人通信	4.34		-2.69%

