中国概念股周三早盘几乎全线下跌
　　新浪科技讯 北京时间10月22日消息，随投资者评估经济疲软对企业盈利的影响，美股周三大幅低开，道指9000点大关再度失守。
　　道琼斯工业平均指数下跌了226.6点，至8807.06点；标准普尔500指数下跌了22.79点，至932.26点；纳斯达克综合指数下跌了27.96点，至1668.72点。
　　中国概念股周三早盘几乎全线下跌，其中灵通网跌幅超过17%。
　　股票名称 最新价 涨跌幅 
　　新浪 30.870 -2.250% 
　　网易 21.100 -2.850% 
　　搜狐 55.300 -4.440% 
　　百度 253.800 2.060% 
　　分众传媒 16.370 -6.620% 
　　盛大网络 28.100 -1.580% 
　　巨人网络 6.530 0.310% 
　　第九城市 13.370 -3.330% 
　　完美时空 19.550 -4.170% 
　　携程网 29.750 -2.620% 
　　金融界 9.360 -4.390% 
　　艺龙 7.280 -1.490% 
　　前程无忧 8.020 -3.840% 
　　灵通网 0.910 -17.510% 
　　空中网 2.880 -4.640% 
　　华友世纪 2.400 0.000% 
　　易居中国 5.200 -2.620% 
　　如家快捷 8.770 -6.200% 
　　新东方 60.770 -2.830% 
　　正保远程教育 3.820 -0.520% 
　　华视传媒 11.530 -2.540% 
　　航美传媒 5.830 -3.950% 
　　新华财经传媒 1.150 -4.960% 
　　永新视博 8.040 -2.780% 
　　UT斯达康 2.120 -1.400% 
　　展讯通信 1.390 0.010% 
　　亚信 10.460 -2.240% 
　　中芯国际 1.090 -2.680% 
　　中星微 1.540 -1.910% 
　　珠海炬力 2.050 -3.760% 
　　侨兴环球 2.310 -5.710% 
　　德信无线 0.970 -3.960% 
　　无锡尚德 21.050 -8.480% 
　　文思信息 6.100 -3.630% 
　　诺亚舟 3.100 -3.430% 
　　深圳迈瑞 21.670 -6.070% 
　　CDC 1.520 0.660% 


