中国概念股周四普涨
　　新浪科技讯 美国东部时间4月2日下午(北京时间4月3日凌晨)消息，美股周四强劲飙升，道指盘中一度突破8000点大关，这一道指近两个月来首次突破这一关口。受大盘影响，中国概念股周四普涨。
　　一些投资者对股市前景感到乐观，他们认为熊市已经出现筑底的迹象，并认为这个观点得到了2月房屋签约销售数字回升以及3月制造业活动反弹等数据的支持。
　　截至收盘，道琼斯工业平均指数上涨了216.48点，至7918.08点，涨幅为2.79%；纳斯达克综合指数上涨了51.03点，至1602.63点，涨幅为3.29%；标准普尔500指数上涨了23.30点，至834.38点，涨幅为2.87%。
　　受大盘影响，中国概念股周四普涨。
　　股票名称 最新价 涨跌幅 
　　新浪 24.610 2.580% 
　　网易 26.660 0.790% 
　　搜狐 42.160 -3.370% 
　　百度 184.920 5.810% 
　　分众传媒 6.980 1.160% 
　　盛大 42.300 3.680% 
　　巨人网络 6.990 1.600% 
　　畅游 16.000 25.130%
　　第九城市 13.840 6.870% 
　　完美时空 14.270 2.660% 
　　携程网 28.520 5.240% 
　　金融界 9.740 6.220% 
　　艺龙 6.450 1.420% 
　　前程无忧 6.900 0.440% 
　　掌上灵通 1.500 -3.850% 
　　空中网 5.190 2.570% 
　　华友世纪 1.510 2.030% 
　　易居中国 9.820 16.350% 
　　如家快捷 10.580 8.510% 
　　新东方 52.840 5.260% 
　　正保远程教育 5.620 1.440% 
　　华视传媒 7.640 7.760% 
　　航美传媒 4.500 4.650% 
　　新华悦动传媒 0.510 2.000% 
　　永新视博 6.860 9.240% 
　　UT斯达康 0.890 3.490% 
　　展讯通信 1.430 -8.330% 
　　亚信科技 18.280 11.530% 
　　中芯国际 1.950 4.840% 
　　中星微电子 1.780 -2.730% 
　　炬力 1.600 2.560% 
　　侨兴环球 1.220 3.390% 
　　德信无线 1.390 0.720% 
　　无锡尚德 13.950 10.800% 
　　文思信息 5.450 2.830% 
　　诺亚舟 3.050 0.000% 
　　中华网 1.190 


