中国概念股周二全线上涨 18只股票涨幅超4%
　　新浪科技讯 北京时间6月15日凌晨消息，周二美国股市收高，三大股指迎来6月来表现最好的一个交易日。在好于预期的美国5月零售数据推动下，零售板块涨幅领先。中国概念股全线上涨，18只股票涨幅超4%，其中10只股票涨幅超6%。当当网暴涨19.93%报12.88美元；多家投行初次评定网秦评级促其股价暴涨15.92%报4.66美元。
　　另外，联游网络股价跌破1美元，周二下跌5.15%报0.92美元。
　　美东时间6月14日16:00(北京时间6月15日04:00)，道琼斯工业平均指数上涨123.14点，收于12,076.11点，涨幅1.03%；纳斯达克综合指数上涨39.03点，收于2,678.72点，涨幅1.48%；标准普尔500指数上涨16.04点，收于1,287.87点，涨幅1.26%。(飞宇)
　　　　股票 最新价 涨跌幅
　　　　新浪 91.61　6.39%
　　　　CRIC　5.23　2.35%
　　　　网易 42.67　2.60%
　　　　搜狐 71.9　6.44%
　　　　百度 124.82　5.75%
　　　　分众传媒 28.14　3.30%
　　　　盛大 37.55　3.36%
　　　　盛大游戏 6.6　4.76%
　　　　巨人网络 7.47　2.33%
　　　　畅游 36.61　-1.93%
　　　　第九城市 5.38　4.85%
　　　　完美世界 20.02　4.71%
　　　　携程网 41.6　3.61%
　　　　金融界 4.14　4.02%
　　　　艺龙 18.99　1.50%
　　　　前程无忧 48.32　7.28%
　　　　掌上灵通 0.9　2.27%
　　　　空中网 5.01　-2.15%
　　　　酷6传媒 2.86　0.35%
　　　　易居中国 7.8　0.26%
　　　　华视传媒 2.77　1.47%
　　　　航美传媒 3.43　5.54%
　　　　永新视博 5.91　4.23%
　　　　UT斯达康 1.56　-1.27%
　　　　展讯通信 14.85　-3.04%
　　　　亚信科技 14.71　1.52%
　　　　中芯国际 4.08　2.00%
　　　　中星微电子 2.36　-2.07%
　　　　炬力 1.94　2.11%
　　　　侨兴环球 1.47　2.80%
　　　　德信无线 4.34　1.17%
　　　　文思信息 21.58　3.45%
　　　　诺亚舟 2.1　0.48%
　　　　中华网 2.14　7.00%
　　　　CDC软件 4.58　-4.03%
　　　　侨兴移动 2.55　4.08%
　　　　国人通信 2.53　-1.17%
　　　　联游网络 0.92　-5.15%
　　　　BCD半导体 8.02　2.17%
　　　　搜房网 18.18　3.95%
　　　　蓝汛 7.61　7.64%
　　　　高德软件 15.47　3.20%
　　　　麦考林 2.94　3.52%
　　　　优酷网 29　8.29%
　　　　当当网 12.88　19.93%
　　　　斯凯 6.4　6.14%
　　　　软通动力 11.29　1.35%
　　　　创博国际 2.2　2.81%
　　　　海辉软件 13.7　0.00%
　　　　奇虎360　21.68　0.84%
　　　　世纪互联 10.75　8.37%
　　　　人人公司 8.27　3.38%
　　　　网秦 4.66　15.92%
　　　　世纪佳缘 9.92　0.51%
　　　　凤凰新媒体 11.17　-0.36%
　　　　淘米 9.73　5.76%

