中国互联网公司周一股价涨跌互现
　　新浪科技讯 多个购并消息增强了投资者对于经济复苏的信心，美股周一强劲攀升。受此影响，中国互联网公司周一股价涨跌互现。
　　截至收盘，道琼斯工业平均指数上涨了85.18点，至10414.07点，涨幅为0.82%；纳斯达克综合指数上涨了25.97点，至2237.56点，涨幅为1.17%；标准普尔500指数上涨了11.57点，至1114.04点，涨幅为1.01%。
　　股票名称	最新价	涨跌幅
　　新浪	44.24	-1.01%
　　CRIC	10.1	-4.72%
　　网易	37.27	0.19%
　　搜狐	54.61	0.09%
　　百度	407.74	-1.61%
　　分众传媒	15.98	-4.94%
　　盛大	50.96	-0.82%
　　盛大游戏	10.3	-2.46%
　　巨人网络	7.27	0.41%
　　畅游	32.72	1.36%
　　第九城市	6.41	-3.32%
　　完美时空	40.39	-1.32%
　　携程网	73.31	-1.53%
　　金融界	7.98	1.66%
　　艺龙	11.59	-0.77%
　　前程无忧	17.55	0.03%
　　掌上灵通	1.73	0.58%
　　空中网	10.98	-2.31%
　　华友世纪	4.09	0.25%
　　易居中国	18.93	-2.27%
　　如家快捷	36.65	1.30%
　　7天酒店	11.62	-3.49%
　　新东方	76.27	2.35%
　　正保远程教育	6.1	-2.42%
　　华视传媒	11.98	-0.54%
　　航美传媒	8.12	1.88%
　　新华悦动传媒	0.96	-4.30%
　　永新视博	5.98	-0.50%
　　UT斯达康	2.15	11.98%
　　展讯通信	5.42	1.12%
　　亚信科技	30.16	0.33%
　　中芯国际	2.92	-5.50%
　　中星微电子	4.45	-1.11%
　　炬力	2.39	0.84%
　　侨兴环球	2.29	7.51%
　　德信无线	3.26	2.84%
　　无锡尚德	17.25	1.59%
　　文思信息	18.41	4.01%
　　诺亚舟	5.22	0.00%
　　中华网	2.3	-0.86%
　　CDC软件	9.01	0.00%
　　侨兴移动	3.6	-4.00%
　　国人通信	3.58	0.28%

