美股周三暴跌中国概念股全线下跌
　　新浪科技讯 北京时间10月16日消息，因经济数据显示美国经济很可能将陷入衰退或已经陷入衰退，美股周三大幅下跌。纳斯达克综合指数暴跌8.47%，创该指数10年来单日最大跌幅。道指下跌了733点，单日下跌点数在历史上排在第2位。在大盘带动下，中国概念股全线大跌，其中12只概念股跌幅超过10%。
　　纳斯达克综合指数下跌150.68点，报收1,628.33点，跌幅高达8.47%。当天的单日跌幅仅次于1998年8月31日创下的8.6%大跌幅。道琼斯工业平均指数下跌733.08点，报收8,577.91点，跌幅7.87%。市场成交处于通常水平，但按市场振幅来看，今日成交应属清淡。美股在过去11个交易日里仅有一天上涨。
　　伯南克表示即使金融市场稳定下来，美国经济的复苏也不会马上到来。美联储在褐皮书中表示九月份美国经济活动减缓，全美信贷市场均出现紧缩。
　　股票名称 最新价 涨跌幅 
　　新浪 31.530 -5.200% 
　　网易 20.910 -4.520% 
　　搜狐 49.430 -9.880% 
　　百度 227.200 -9.210% 
　　分众传媒 18.980 -13.650% 
　　盛大网络 25.880 -5.510% 
　　巨人网络 6.060 -4.270% 
　　第九城市 15.390 -6.730% 
　　完美时空 18.500 -9.580% 
　　携程网 31.360 -9.760% 
　　金融界 9.090 -10.440% 
　　艺龙 7.220 0.140% 
　　前程无忧 8.810 0.110% 
　　灵通网 1.000 -9.910% 
　　空中网 2.770 -11.220% 
　　华友世纪 2.490 -3.490% 
　　易居中国 5.130 -2.840% 
　　如家快捷 9.600 -12.960% 
　　新东方 57.110 -5.670% 
　　正保远程教育 4.130 2.480% 
　　华视传媒 11.400 -5.940% 
　　航美传媒 5.710 -18.190% 
　　新华财经传媒 1.080 -4.420% 
　　永新视博 7.720 -6.310% 
　　UT斯达康 1.990 -11.160% 
　　展讯通信 1.500 -5.650% 
　　亚信 8.300 -11.510% 
　　中芯国际 1.070 -8.550% 
　　中星微 1.510 -6.210% 
　　珠海炬力 2.010 -1.950% 
　　侨兴环球 1.770 -7.810% 
　　德信无线 0.860 -12.240% 
　　无锡尚德 20.850 -16.600% 
　　文思信息 5.830 -11.440% 
　　诺亚舟 3.150 -14.400% 
　　深圳迈瑞 25.660 -7.760% 
　　CDC 1.450 -19.440% 
    相关报道：  
    方兴东：中国互联网第二次冬天很真切
    鲍尔默：没有一家公司能在金融风暴中幸免
    美股暴跌重挫科技股：谁将挺过寒冬


