中国概念股周一涨跌互现新华悦动涨22%
　　新浪科技讯 美国东部时间6月29日16:00(北京时间6月30日4:00)消息， 随基金经理为使上半年粉饰帐目而买进股票，美股周一强劲攀升。中国概念股周一涨跌互现。
　　截至收盘，道琼斯工业平均指数上涨了90.99点，至8529.38点，涨幅为1.08%；纳斯达克综合指数上涨了5.84点，至1844.06点，涨幅为0.32%，标准普尔500指数上涨了8.33点，至927.23点，涨幅为0.91%。
　　中国概念股周一收盘涨跌互现。正保远程教育大涨39.94%，新华悦动传媒大涨22.21%。
　　股票名称	最新价	 涨跌幅
　　新浪	30.310	 -3.470%
　　网易	35.960	 -4.560%
　　搜狐	64.620	 -4.590%
　　百度	298.180	 -1.000%
　　分众传媒	7.910	 -2.350%
　　盛大	55.700	 -8.130%
　　巨人网络	8.250	 -6.250%
　　畅游	42.060	 -7.600%
　　第九城市	10.500	 -1.590%
　　完美时空	30.050	 -7.820%
　　携程网	44.830	  0.070%
　　金融界	10.590	  0.670%
　　艺龙	6.250	 -3.250%
　　前程无忧	11.440	 -0.870%
　　掌上灵通	2.210	  5.240%
　　空中网	10.980	  10.350%
　　华友世纪	3.970	  5.030%
　　易居中国	16.200	 -0.610%
　　如家快捷	15.910	 -2.090%
　　新东方	65.330	  0.150%
　　正保远程教育	8.900	  39.940%
　　华视传媒	6.000	 -0.500%
　　航美传媒	6.620	 -9.810%
　　新华悦动传媒	0.930	  22.210%
　　永新视博	8.600	 -3.150%
　　UT斯达康	1.700	 -7.100%
　　展讯通信	2.950	  7.270%
　　亚信科技	17.940	  3.700%
　　中芯国际	2.300	 -2.130%
　　中星微电子	1.910	 -3.540%
　　炬力	1.910	 -4.980%
　　侨兴环球	1.890	 -1.560%
　　德信无线	2.030	 -6.880%
　　无锡尚德	17.760	 -1.390%
　　诺亚舟	3.870	 -3.250%
　　中华网	1.500	  0.000%

