中国概念股周二收盘涨跌互现
　　新浪科技讯  美国东部时间6月30日16:00(北京时间7月1日4:00)消息，因消费者指数意外下降，美股周二低收。标准普尔500指数在第二季度共上涨了15%，是10年上涨幅度最大的一个季度。中国概念股周二涨跌互现。
　　截至收盘，道琼斯工业平均指数下跌了81.85点，至8447.53点，跌幅为0.96%；纳斯达克综合指数下跌了9.02点，至1835.04点，跌幅为0.49%；标准普尔500指数下跌了7.90点，至919.33点，跌幅为0.85%。
　　中国概念股周二涨跌互现，正保远程教育大跌21.35%，中芯国际涨10.87%。
　　股票名称	最新价	 涨跌幅
　　新浪	29.480	 -2.740%
　　网易	35.180	 -2.170%
　　搜狐	62.830	 -2.770%
　　百度	301.090	  0.980%
　　分众传媒	8.060	  1.900%
　　盛大	52.290	 -6.120%
　　巨人网络	8.120	 -1.580%
　　畅游	38.470	 -8.310%
　　第九城市	10.150	 -3.330%
　　完美时空	28.600	 -4.830%
　　携程网	46.300	  3.280%
　　金融界	10.360	 -2.220%
　　艺龙	6.480	  3.700%
　　前程无忧	11.830	  3.410%
　　掌上灵通	2.160	 -2.260%
　　空中网	10.740	 -2.190%
　　华友世纪	3.920	 -1.260%
　　易居中国	15.440	 -4.690%
　　如家快捷	15.890	 -0.130%
　　新东方	67.360	  3.110%
　　正保远程教育	7.000	 -21.350%
　　华视传媒	6.110	  1.830%
　　航美传媒	6.440	 -2.720%
　　新华悦动传媒	0.890	 -4.300%
　　永新视博	8.740	  1.630%
　　UT斯达康	1.630	 -4.120%
　　展讯通信	2.830	 -4.070%
　　亚信科技	17.210	 -4.070%
　　中芯国际	2.550	  10.870%
　　中星微电子	2.000	  4.710%
　　炬力	1.910	  0.000%
　　侨兴环球	1.830	 -3.170%
　　德信无线	1.970	 -2.960%
　　无锡尚德	17.860	  0.560%
　　诺亚舟	3.880	  0.260%
　　中华网	1.530	  2.000%

