中国概念股周三涨跌互现 斯凯网络大涨15%
　　新浪科技讯 北京时间6月23日凌晨消息，周三美国股市收跌。美联储维持利率不变，重申QE2将按期结束，并下调了美国经济增长预期。伯南克称某些拖累美国经济增长的因素可能会长期存在。中国概念股涨跌互现，斯凯网络大涨15.06%报6.80美元；易居中国和CRIC均宣布回购股票计划，分别涨9.84%和5.62%报8.93和5.45美元。当当网跌5.07%报11.43美元。
　　侨兴环球涨6.19%报1.20美元。另外，人人跌4.58%报6.88美元；联游网络跌5.93%报1.11美元；文思跌6.83%报20.05美元；华视传媒跌4.35%报2.64美元；亚信跌4.34%报14.11美元。
　　美东时间6月22日16:00(北京时间6月23日04:00)，道琼斯工业平均指数下跌80.34点，收于12,109.67点，跌幅0.66%；纳斯达克综合指数下跌18.07点，收于2,669.19点，跌幅0.67%；标准普尔500指数下跌8.38点，收于1,287.14点，跌幅0.65%。
　　股票　最新价　涨跌幅
　　新浪　86.05　-6.49%
　　CRIC　5.45　5.62%
　　网易　43.5　-0.78%
　　搜狐　68.63　-3.69%
　　百度　124.87　-2.22%
　　分众传媒　26.68　-2.45%
　　盛大　36.97　0.43%
　　盛大游戏　6.35　1.60%
　　巨人网络　7.5　0.94%
　　畅游　38.89　1.78%
　　第九城市　5.27　0.38%
　　完美世界　18.63　-1.22%
　　携程网　40.97　0.02%
　　金融界　3.29　-2.66%
　　艺龙　19.61　-0.46%
　　前程无忧　50.67　-0.59%
　　掌上灵通　0.93　3.33%
　　空中网　5.07　1.81%
　　酷6传媒　3.16　3.61%
　　易居中国　8.93　9.84%
　　华视传媒　2.64　-4.35%
　　航美传媒　3.41　0.00%
　　永新视博　5.13　-4.65%
　　UT斯达康　1.5　-3.85%
　　展讯通信　13.21　2.40%
　　亚信科技　14.11　-4.34%
　　中芯国际　3.73　-2.61%
　　中星微电子　1.99　4.19%
　　炬力　1.95　1.56%
　　侨兴环球　1.2　6.19%
　　德信无线　3.66　1.10%
　　文思信息　20.05　-6.83%
　　诺亚舟　2.09　-0.48%
　　中华网　2.03　-3.79%
　　CDC软件　4.67　0.21%
　　侨兴移动　1.95　-0.51%
　　国人通信　2.35　0.86%
　　联游网络　1.11　-5.93%
　　BCD半导体　7.44　-0.13%
　　搜房网　17.3　0.87%
　　蓝汛　7.26　2.83%
　　高德软件　14.95　0.07%
　　麦考林　2.8　-2.44%
　　优酷网　29.14　-0.65%
　　当当网　11.43　-5.07%
　　斯凯　6.8　15.06%
　　软通动力　11.93　-1.57%
　　创博国际　1.97　-5.29%
　　海辉软件　12.94　-3.72%
　　奇虎360　18.43　-0.59%
　　世纪互联　12　-2.91%
　　人人公司　6.88　-4.58%
　　网秦　4.45　1.14%
　　世纪佳缘　10.39　1.96%
　　凤凰新媒体　9.11　4.00%
　　淘米　9.28　-3.20%

