中国概念股周一涨跌互现
　　新浪科技讯 北京时间4月21日凌晨消息，美股在连涨6周后周一大幅下跌，美国银行表示将设置134亿美元准备金用于增补信贷损失，其它银行也在过去两周相继提高了亏损准备金。受大盘影响，中国概念股周一涨跌互现。
　　截至收盘，道琼斯工业平均指数下跌了289.60点，至7841.73点，跌幅为3.56%；纳斯达克综合指数下跌了64.86点，至1608.21点，跌幅为3.88%，标准普尔500指数下跌了37.21点，至832.39点，跌幅为4.28%。
　　中国概念股周一涨跌互现，其中第九城市、金融界、新华悦动传媒、UT斯达康四只股票跌幅超过10%，德信无线涨幅超过10%。
　　股票名称 最新价 涨跌幅
　　新浪 25.780 -6.420%
　　网易 28.920 -3.980%
　　搜狐 46.430 -3.010%
　　百度 200.000 -4.800%
　　分众传媒 6.410 -4.470%
　　盛大 44.460 -6.910%
　　巨人网络 7.600  1.060%
　　畅游 24.820 -7.810%
　　第九城市 9.560 -10.650%
　　完美时空 15.930 -3.920%
　　携程网 30.130  0.600%
　　金融界 10.940 -12.340%
　　艺龙 7.070  1.000%
　　前程无忧 7.150 -4.920%
　　掌上灵通 1.540 -4.350%
　　空中网 5.980 -6.850%
　　华友世纪 1.480  5.710%
　　易居中国 9.910 -9.170%
　　如家快捷 12.710 -2.750%
　　新东方 51.250 -0.760%
　　正保远程教育 5.960 -4.490%
　　华视传媒 5.500 -6.140%
　　航美传媒 5.000  1.010%
　　新华悦动传媒 0.500 -12.250%
　　永新视博 7.230 -7.310%
　　UT斯达康 1.080 -13.600%
　　展讯通信 1.470 -2.010%
　　亚信科技 17.180 -6.170%
　　中芯国际 1.950 -10.550%
　　中星微电子 1.900  1.060%
　　炬力 1.690 -0.590%
　　侨兴环球 1.690 -9.140%
　　德信无线 1.550  10.480%
　　无锡尚德 12.820 -13.080%
　　文思信息 7.030  0.860%
　　诺亚舟 2.970 -1.000%


