中国概念股周一几乎全线下跌
　　新浪科技讯 北京时间10月7日消息，因信贷危机引起的恐慌蔓延，道指周一跌破1万点大关，中国概念股收盘几乎全线下跌。
　　道指周一下跌369.88点，收于9955.50点，跌幅为3.58%。这是道指自2004年10月29日以来首次跌破一万点大关；标普500指数下跌3.85%，报收于1056.89点；纳指下跌4.34%，报收于1862.96点。在大盘带动下，中国概念股几乎全线下跌。
　　股票名称 最新价 涨跌幅
　　新浪 32.210 0.340%
　　网易 19.660 -1.700%
　　搜狐 52.390 -4.810%
　　百度 227.680 2.390%
　　分众传媒 22.250 -5.400%
　　盛大网络 25.670 0.080%
　　巨人网络 6.010 -5.650%
　　第九城市 15.440 -3.830%
　　完美时空 20.070 -5.910%
　　携程网 36.710 -0.780%
　　金融界 10.840 -0.730%
　　艺龙 6.800 -3.410%
　　前程无忧 9.420 -1.880%
　　灵通网 1.060 -18.470%
　　空中网 3.200 -7.930%
　　华友世纪 2.600 -3.700%
　　易居中国 5.930 -3.100%
　　如家快捷 12.010 -4.070%
　　新东方 59.610 0.690%
　　正保远程教育 4.240 -5.570%
　　华视传媒 12.000 -7.480%
　　航美传媒 6.960 -3.870%
　　新华财经传媒 1.240 -8.780%
　　永新视博 7.660 -2.920%
　　UT斯达康 2.690 -6.600%
　　展讯通信 1.870 -10.100%
　　亚信 7.820 -5.900%
　　中芯国际 1.380 -8.000%
　　中星微 1.900 -9.950%
　　珠海炬力 2.250 -4.260%
　　侨兴环球 2.100 -10.260%
　　德信无线 0.950 -5.010%
　　无锡尚德 30.580 -8.630%
　　诺亚舟 2.970 -1.000%
　　深圳迈瑞 31.010 -4.820%
　　CDC 1.660 -1.780%

　　新浪科技讯 北京时间10月7日消息，因信贷危机引起的恐慌蔓延，道指周一跌破1万点大关，中国概念股收盘几乎全线下跌。
　　道指周一下跌369.88点，收于9955.50点，跌幅为3.58%。这是道指自2004年10月29日以来首次跌破一万点大关；标普500指数下跌3.85%，报收于1056.89点；纳指下跌4.34%，报收于1862.96点。在大盘带动下，中国概念股几乎全线下跌。
　　股票名称 最新价 涨跌幅
　　新浪 32.210 0.340%
　　网易 19.660 -1.700%
　　搜狐 52.390 -4.810%
　　百度 227.680 2.390%
　　分众传媒 22.250 -5.400%
　　盛大网络 25.670 0.080%
　　巨人网络 6.010 -5.650%
　　第九城市 15.440 -3.830%
　　完美时空 20.070 -5.910%
　　携程网 36.710 -0.780%
　　金融界 10.840 -0.730%
　　艺龙 6.800 -3.410%
　　前程无忧 9.420 -1.880%
　　灵通网 1.060 -18.470%
　　空中网 3.200 -7.930%
　　华友世纪 2.600 -3.700%
　　易居中国 5.930 -3.100%
　　如家快捷 12.010 -4.070%
　　新东方 59.610 0.690%
　　正保远程教育 4.240 -5.570%
　　华视传媒 12.000 -7.480%
　　航美传媒 6.960 -3.870%
　　新华财经传媒 1.240 -8.780%
　　永新视博 7.660 -2.920%
　　UT斯达康 2.690 -6.600%
　　展讯通信 1.870 -10.100%
　　亚信 7.820 -5.900%
　　中芯国际 1.380 -8.000%
　　中星微 1.900 -9.950%
　　珠海炬力 2.250 -4.260%
　　侨兴环球 2.100 -10.260%
　　德信无线 0.950 -5.010%
　　无锡尚德 30.580 -8.630%
　　诺亚舟 2.970 -1.000%
　　深圳迈瑞 31.010 -4.820%
　　CDC 1.660 -1.780%


