中国概念股周三普涨：新浪等14只股票涨超10%
　　新浪科技讯 北京时间11月27日早消息，因经济数据欠佳，美股周三大幅低开，但科技与汽车股走强使大盘走势逆转，美股连续第四个交易日高收。受此影响，中国概念股今日股价普遍上涨。
　　截至收盘(北京时间凌晨5:00)，道琼斯工业平均指数上涨了247.14点，至8726.61点，涨幅为2.91%；纳斯达克指数上涨67.37点，报收于1532.1点；标准普尔500指数上涨了3.5%，报收于887.68点。中国概念股今日低开高走，新浪等14只股票涨幅超过10%。
　　股票名称 最新价 涨跌幅 
　　新浪 30.070 10.190% 
　　网易 19.060 8.980% 
　　搜狐 48.810 14.180% 
　　百度 142.750 15.090% 
　　分众传媒 7.780 6.580% 
　　盛大网络 22.640 -2.500% 
　　巨人网络 6.330 3.090% 
　　第九城市 12.640 17.470% 
　　完美时空 17.670 7.880% 
　　携程网 21.510 13.390% 
　　金融界 6.240 -1.730% 
　　艺龙 6.980 0.000% 
　　前程无忧 6.740 6.810% 
　　灵通网 0.800 2.560% 
　　空中网 3.390 2.730% 
　　华友世纪 1.640 17.990% 
　　易居中国 6.200 14.390% 
　　如家快捷 9.120 4.710% 
　　新东方 51.080 5.670% 
　　正保远程教育 3.120 15.560% 
　　华视传媒 5.800 8.610% 
　　航美传媒 5.800 6.030% 
　　新华财经传媒 0.580 20.830% 
　　永新视博 4.890 1.240% 
　　UT斯达康 1.830 21.190% 
　　展讯通信 0.740 -1.330% 
　　亚信 11.020 4.160% 
　　中芯国际 1.060 10.420% 
　　中星微 1.740 -0.570% 
　　珠海炬力 1.520 4.830% 
　　侨兴环球 1.720 16.220% 
　　德信无线 0.910 1.110% 
　　无锡尚德 8.160 7.650% 
　　文思信息 6.050 1.680% 
　　诺亚舟 2.720 4.620% 
　　CDC 0.870 14.470% 


