中国互联网公司周三涨跌互现 华友世纪涨5.63%
　　新浪科技讯  北京时间6月24日凌晨消息，周三美国股市收盘涨跌不一，盘面震荡。美联储宣布将基准利率维持在0至0.25%历史最低区间不变，并在声明中对经济增长持悲观态度。此前公布的数据表明美国5月新屋销量30万幢明显低于预期，令股市承压。
　　美东时间6月23日16:00(北京时间6月24日04:00)，纳斯达克综合指数下跌7.57点，收于2,254.23点，跌幅0.33%；道琼斯工业平均指数上涨20.71点，收于10,314.23点，涨幅 0.20%；标准普尔500指数下跌1.83点，收于1,093.48点，跌幅0.17%。
　　中国互联网公司周三收盘涨跌互现。华友世纪(Nasdaq:HRAY)涨5.63%，完美时空(Nasdaq:PWRD)跌5.47%。
　　股票名称  	最新价  	涨跌幅
　　新浪 	38.27	-0.05%
　　CRIC 	8.84	3.39%
　　网易 	31.82	0.89%
　　搜狐 	42.81	-0.51%
　　百度 	76.19	0.67%
　　分众传媒 	16.85	2.06%
　　盛大 	39.8	-0.55%
　　盛大游戏 	5.4	4.25%
　　巨人网络 	7.2	-0.41%
　　畅游 	27.64	-3.59%
　　第九城市 	4.08	-2.63%
　　完美时空 	22.46	-5.47%
　　携程网 	44.81	1.36%
　　金融界 	7.06	1.44%
　　艺龙 	13.68	-0.36%
　　前程无忧 	22.19	-2.80%
　　掌上灵通 	1.36	0.00%
　　空中网 	6.06	0.50%
　　华友世纪 	3	5.63%
　　易居中国 	15.5	-0.19%
　　如家快捷 	41.48	3.44%
　　7天连锁 	10.76	-1.65%
　　新东方 	99.5	0.53%
　　正保远程教育 	3.2	-0.62%
　　华视传媒 	3.27	3.81%
　　航美传媒 	3.73	-5.33%
　　新华悦动传媒 	0.33	-4.68%
　　永新视博 	6.06	-0.49%
　　UT斯达康 	2.09	0.00%
　　展讯通信 	9.45	1.83%
　　亚信科技 	23.14	0.56%
　　中芯国际 	4.17	0.00%
　　中星微电子 	4.85	-1.62%
　　炬力 	2.19	0.00%
　　侨兴环球 	1.6	-3.61%
　　德信无线 	2.77	-1.77%
　　无锡尚德 	9.5	-3.55%
　　文思信息 	23.53	-1.34%
　　诺亚舟 	4.07	2.78%
　　中华网 	2.18	5.31%
　　CDC软件 	7.87	-0.76%
　　侨兴移动 	2.64	-0.38%
　　国人通信 	1.79	-3.24%
　　汉庭连锁酒店 	15.25	1.73%

