中国概念股周五多数上涨 四公司受益于财报大涨
　　新浪科技讯 北京时间5月7日凌晨消息，受非农就业数据创11个月最大涨幅推动，周五美国股市收高。但希腊可能考虑退出欧元区的传言导致大盘自盘中高点滑落。中国概念股多数上涨，前程无忧受益于第一季度财报大涨12.63%报63.69美元；网秦IPO第二日继续大跌9.68%报8.40美元。
　　UT斯达康受财报影响跌6.02%报2.34美元；展讯通信受财报影响跌9.63%报19.90美元；华视传媒受财报影响涨8.43%报4.50美元；当当网涨7.49%报22.81美元；博纳影业受益财报涨5.15%报5.31美元；斯凯网络涨6.40%报14.80美元；
　　美东时间5月6日16:00(北京时间5月7日04:00)，道琼斯工业平均指数上涨54.64点，报12,638.81点，涨幅0.43%；纳斯达克综合指数上涨12.84点，报2,827.56点，涨幅0.46%；标准普尔500指数上涨5.10点，报1,340.20点，涨幅0.38%。道指最高曾攀升超过175点。
　　股票　最新价　涨跌幅
　　新浪　125.19　2.40%
　　CRIC　8.28　2.35%
　　网易　47.14　2.06%
　　搜狐　94.02　2.77%
　　百度　141.26　0.76%
　　分众传媒　36.54　1.22%
　　盛大　46.82　1.96%
　　盛大游戏　7.15　2.14%
　　巨人网络　8.87　-0.56%
　　畅游　42.27　2.42%
　　第九城市　6.51　-1.96%
　　完美世界　25.31　-0.90%
　　携程网　48.03　2.17%
　　金融界　5.15　-0.58%
　　艺龙　16.7　-0.65%
　　前程无忧　63.69　12.63%
　　掌上灵通　1.16　-0.85%
　　空中网　8.04　1.77%
　　酷6传媒　5.89　1.73%
　　易居中国　11.54　1.41%
　　如家快捷　40.45　-1.77%
　　7天连锁　22.9　4.00%
　　新东方　119.23　0.76%
　　正保远程教育　3.49　-1.97%
　　华视传媒　4.5　8.43%
　　航美传媒　4.53　1.34%
　　永新视博　6.47　3.35%
　　UT斯达康　2.34　-6.02%
　　展讯通信　19.9　-9.63%
　　亚信科技　20.18　0.20%
　　中芯国际　4.68　0.43%
　　中星微电子　2.71　1.12%
　　炬力　2.29　-1.72%
　　侨兴环球　1.88　-2.59%
　　德信无线　5.1　2.20%
　　无锡尚德　8.64　3.47%
　　文思信息　30.55　0.63%
　　诺亚舟　2.38　-4.80%
　　中华网　2.92　1.04%
　　CDC软件　5.25　-0.76%
　　侨兴移动　2.73　-0.36%
　　国人通信　3.17　2.59%
　　汉庭连锁酒店　22.1　1.94%
　　联游网络　1.43　-3.52%
　　BCD半导体　9.14　-3.28%
　　搜房网　26.2　3.56%
　　蓝汛　14.35　-2.58%
　　高德软件　18.1　0.06%
　　麦考林　5.35　0.38%
　　优酷网　58.84　2.15%
　　当当网　22.81　7.49%
　　博纳影业　5.31　5.15%
　　斯凯　14.8　6.40%
　　软通动力　20.53　1.03%
　　创博国际　4.15　2.72%
　　海辉软件　17.42　1.63%
　　奇虎360　26.93　3.06%
　　世纪互联　13.75　1.85%
　　人人公司　16.8　-0.41%
　　网秦　8.4　-9.68%

