美股振荡中国概念股周四多半上涨
　　新浪科技讯 北京时间10月17日消息，16日晚公布的费城联储银行报告十月份区域制造业指数下滑至20年以来最低水平，今日的工业产量报告也令市场失望，上午一度引发股市大幅下跌。但在能源股带动下，美股尾盘强劲反弹，并以盘中高点报收。中国概念股涨多跌少，有四支涨幅超过10%。
　　纳斯达克综合指数上涨了89.38点，报收1717.71点，涨幅为5.49%。因市场传言雅虎仍有望被微软收购，雅虎股价暴涨11%，并给科技股提供了支撑。
　　股票名称 最新价 涨跌幅 
　　新浪 32.410 2.790% 
　　网易 20.990 0.380% 
　　搜狐 49.680 0.510% 
　　百度 214.800 -5.460% 
　　分众传媒 19.230 1.320% 
　　盛大网络 26.810 3.590% 
　　巨人网络 6.410 5.780% 
　　第九城市 14.150 -8.060% 
　　完美时空 19.320 4.430% 
　　携程网 31.510 0.480% 
　　金融界 9.480 4.290% 
　　艺龙 7.330 1.520% 
　　前程无忧 8.470 -3.860% 
　　灵通网 1.140 8.580% 
　　空中网 2.940 6.140% 
　　华友世纪 2.490 0.000% 
　　易居中国 5.150 0.390% 
　　如家快捷 10.620 15.310% 
　　新东方 57.970 1.510% 
　　正保远程教育 4.000 -3.150% 
　　华视传媒 11.650 3.100% 
　　航美传媒 5.600 -1.930% 
　　新华财经传媒 1.080 -0.090% 
　　永新视博 7.790 0.910% 
　　UT斯达康 2.310 16.080% 
　　展讯通信 1.450 -3.330% 
　　亚信 9.470 14.100% 
　　中芯国际 1.130 5.610% 
　　中星微 1.530 4.080% 
　　珠海炬力 2.130 4.930% 
　　侨兴环球 1.870 6.860% 
　　德信无线 0.910 7.060% 
　　无锡尚德 23.810 14.200% 
　　文思信息 5.960 2.270% 
　　诺亚舟 3.190 0.000% 
　　深圳迈瑞 24.090 -6.120% 
　　CDC 1.550 6.900% 

　　新浪科技讯 北京时间10月17日消息，16日晚公布的费城联储银行报告十月份区域制造业指数下滑至20年以来最低水平，今日的工业产量报告也令市场失望，上午一度引发股市大幅下跌。但在能源股带动下，美股尾盘强劲反弹，并以盘中高点报收。中国概念股涨多跌少，有四支涨幅超过10%。
　　纳斯达克综合指数上涨了89.38点，报收1717.71点，涨幅为5.49%。因市场传言雅虎仍有望被微软收购，雅虎股价暴涨11%，并给科技股提供了支撑。
　　股票名称 最新价 涨跌幅 
　　新浪 32.410 2.790% 
　　网易 20.990 0.380% 
　　搜狐 49.680 0.510% 
　　百度 214.800 -5.460% 
　　分众传媒 19.230 1.320% 
　　盛大网络 26.810 3.590% 
　　巨人网络 6.410 5.780% 
　　第九城市 14.150 -8.060% 
　　完美时空 19.320 4.430% 
　　携程网 31.510 0.480% 
　　金融界 9.480 4.290% 
　　艺龙 7.330 1.520% 
　　前程无忧 8.470 -3.860% 
　　灵通网 1.140 8.580% 
　　空中网 2.940 6.140% 
　　华友世纪 2.490 0.000% 
　　易居中国 5.150 0.390% 
　　如家快捷 10.620 15.310% 
　　新东方 57.970 1.510% 
　　正保远程教育 4.000 -3.150% 
　　华视传媒 11.650 3.100% 
　　航美传媒 5.600 -1.930% 
　　新华财经传媒 1.080 -0.090% 
　　永新视博 7.790 0.910% 
　　UT斯达康 2.310 16.080% 
　　展讯通信 1.450 -3.330% 
　　亚信 9.470 14.100% 
　　中芯国际 1.130 5.610% 
　　中星微 1.530 4.080% 
　　珠海炬力 2.130 4.930% 
　　侨兴环球 1.870 6.860% 
　　德信无线 0.910 7.060% 
　　无锡尚德 23.810 14.200% 
　　文思信息 5.960 2.270% 
　　诺亚舟 3.190 0.000% 
　　深圳迈瑞 24.090 -6.120% 
　　CDC 1.550 6.900% 


