中国概念股周二早盘涨跌互现 巨人网络跌9.43%
　　新浪科技讯 美国东部时间5月26日10:20(北京时间5月26日22:20)消息，美股周一小幅低开，S&P CaseShiller三月份房价指数下降了18.7%，市场预期为下降18.4%。中国概念股周二早盘涨跌互现。
　　截至美国东部时间5月26日10:20(北京时间5月26日22:20)，道琼斯指数涨1.64%，报8413点，纳斯达克指数涨2.28%，报1731点，标普指数涨1.61%，报901点。
　　中国概念股周二涨跌互现。巨人网络今天发布了截止于2009年3月31日未经审计的第一季度财报。财报显示，2009年第一季度净营收为5470万美元，环比增长5.8%；净利润为3390万美元，环比下降20.1%。受此消息影响，巨人网络周二早盘大跌9.43%。
　　股票名称	最新价	 涨跌幅
　　新浪	28.580	  0.040%
　　网易	32.530	 -0.670%
　　搜狐	56.550	  4.260%
　　百度	244.570	  1.950%
　　分众传媒	8.120	  1.500%
　　盛大	52.910	 -3.680%
　　巨人网络	7.480	 -9.430%
　　畅游	31.230	  7.650%
　　第九城市	9.260	  3.190%
　　完美时空	19.230	 -0.570%
　　携程网	36.920	 -0.320%
　　金融界	12.950	  3.270%
　　艺龙	6.480	  0.190%
　　前程无忧	8.580	 -1.260%
　　掌上灵通	1.890	 -1.050%
　　空中网	7.990	  3.770%
　　华友世纪	2.910	 -1.640%
　　易居中国	13.810	 -1.640%
　　如家快捷	13.990	  4.560%
　　新东方	55.070	  1.570%
　　正保远程教育	5.670	  2.530%
　　华视传媒	5.650	  6.200%
　　航美传媒	5.580	  5.190%
　　新华悦动传媒	0.700	  2.940%
　　永新视博	9.180	  6.000%
　　UT斯达康	1.770	  3.560%
　　展讯通信	1.750	  2.340%
　　亚信科技	20.740	  3.490%
　　中芯国际	2.650	  15.220%
　　中星微电子	1.900	  0.000%
　　炬力	1.930	  2.110%
　　侨兴环球	1.990	  4.190%
　　德信无线	1.840	 -0.540%
　　无锡尚德	13.190	  5.690%
　　诺亚舟	3.890	  1.040%
　　中华网	1.530	  7.000%


