中国概念股周四早盘普跌
　　新浪科技讯 美国东部时间1月15日10:12(北京时间1月13日23:12)消息，摩根大通的财报不足以让投资者对金融业重拾信心，美股周四小幅低开。
　　道琼斯工业平均指数下跌了5.89点，至8194.25点；标准普尔500指数下跌了2点，至840.62点；纳斯达克综合指数微跌至1489.41点。
　　受大盘影响，中国概念股周四早盘普跌。
　　股票名称 最新价 涨跌幅 
　　新浪 20.860 -1.840% 
　　网易 16.800 -1.520% 
　　搜狐 38.100 -2.560% 
　　百度 106.130 -3.300% 
　　分众传媒 7.740 -1.900% 
　　盛大 25.940 -0.950% 
　　巨人网络 5.510 -3.330% 
　　第九城市 14.070 1.960% 
　　完美时空 14.930 -8.630% 
　　携程网 20.040 -1.840% 
　　金融界 7.200 -3.100% 
　　艺龙 7.310 1.110% 
　　前程无忧 6.450 0.000% 
　　掌上灵通 1.230 -0.810% 
　　空中网 3.500 0.000% 
　　华友世纪 1.650 5.770% 
　　易居中国 5.930 -2.470% 
　　如家快捷 7.680 -1.660% 
　　新东方 50.700 -1.520% 
　　正保远程教育 4.070 -0.730% 
　　华视传媒 6.260 -0.630% 
　　航美传媒 5.100 2.200% 
　　新华财经传媒 0.600 3.430% 
　　永新同方 5.670 -3.080% 
　　UT斯达康 1.560 1.300% 
　　展讯通信 0.950 -2.060% 
　　亚信科技 9.400 -2.790% 
　　中芯国际 1.790 -6.280% 
　　中星微电子 2.050 0.000% 
　　炬力 1.540 -0.650% 
　　侨兴环球 1.800 -5.760% 
　　德信无线 1.440 2.860% 
　　无锡尚德 9.630 -5.220% 
　　文思信息 5.410 -1.810% 
　　诺亚舟 2.640 0.000% 
　　中华网 1.040 2.970% 

　　新浪科技讯 美国东部时间1月15日10:12(北京时间1月13日23:12)消息，摩根大通的财报不足以让投资者对金融业重拾信心，美股周四小幅低开。
　　道琼斯工业平均指数下跌了5.89点，至8194.25点；标准普尔500指数下跌了2点，至840.62点；纳斯达克综合指数微跌至1489.41点。
　　受大盘影响，中国概念股周四早盘普跌。
　　股票名称 最新价 涨跌幅 
　　新浪 20.860 -1.840% 
　　网易 16.800 -1.520% 
　　搜狐 38.100 -2.560% 
　　百度 106.130 -3.300% 
　　分众传媒 7.740 -1.900% 
　　盛大 25.940 -0.950% 
　　巨人网络 5.510 -3.330% 
　　第九城市 14.070 1.960% 
　　完美时空 14.930 -8.630% 
　　携程网 20.040 -1.840% 
　　金融界 7.200 -3.100% 
　　艺龙 7.310 1.110% 
　　前程无忧 6.450 0.000% 
　　掌上灵通 1.230 -0.810% 
　　空中网 3.500 0.000% 
　　华友世纪 1.650 5.770% 
　　易居中国 5.930 -2.470% 
　　如家快捷 7.680 -1.660% 
　　新东方 50.700 -1.520% 
　　正保远程教育 4.070 -0.730% 
　　华视传媒 6.260 -0.630% 
　　航美传媒 5.100 2.200% 
　　新华财经传媒 0.600 3.430% 
　　永新同方 5.670 -3.080% 
　　UT斯达康 1.560 1.300% 
　　展讯通信 0.950 -2.060% 
　　亚信科技 9.400 -2.790% 
　　中芯国际 1.790 -6.280% 
　　中星微电子 2.050 0.000% 
　　炬力 1.540 -0.650% 
　　侨兴环球 1.800 -5.760% 
　　德信无线 1.440 2.860% 
　　无锡尚德 9.630 -5.220% 
　　文思信息 5.410 -1.810% 
　　诺亚舟 2.640 0.000% 
　　中华网 1.040 2.970% 


