中国概念股周五普遍上涨 13只股票涨幅超4%
　　新浪科技讯 北京时间10月22日凌晨消息，周五美股大幅上涨，道指四周连续收阳，标普500指数连续三周收高。纳斯达克综合指数涨1.49%，中国概念股普遍上涨，13只股票涨幅超4%。其中，巨人网络涨7.95%，灵通网涨7.47%，前程无忧涨7.25%，中星微涨6.04%。联游网络则大跌10%，酷6传媒跌6.91%。
　　周五，新东方、学而思、UT斯达康等三只股票涨幅在5%至6%之间；第九城市、中芯国际、文思信息、海辉软件、高德软件、凤凰新媒体等6只股票涨幅在4%至5%之间。
　　另外，分众传媒涨3.49%，艺龙网涨3.33%；盛大游戏跌3.48%，当当网跌3.40%。
　　本周道指收高1.4%，标普500指数收高1.1%。不过本周纳指下跌1.1%。
　　美东时间10月21日16:00(北京时间10月21日04:00)，道琼斯工业平均指数上涨267.01点，收于11,808.79点，涨幅2.31%；纳斯达克综合指数上涨38.84点，收于2,637.46点，涨幅1.49%；标准普尔500指数上涨22.86点，收于1,238.25点，涨幅1.88%。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　84.46　1.34%
　　CRIC　4.98　2.89%
　　网易　45.73　2.46%
　　搜狐　54.55　-0.82%
　　百度　122.16　-1.38%
　　分众传媒　23.75　3.49%
　　盛大　39.18　1.95%
　　盛大游戏　4.99　-3.48%
　　巨人网络　3.8　7.95%
　　畅游　27.79　2.96%
　　第九城市　4.59　4.56%
　　完美世界　12.75　2.25%
　　携程网　32.35　0.75%
　　金融界　1.73　-1.14%
　　艺龙　15.5　3.33%
　　前程无忧　44.09　7.25%
　　掌上灵通　0.85　7.47%
　　空中网　4.78　2.14%
　　酷6传媒　1.75　-6.91%
　　易居中国　6.39　5.10%
　　华视传媒　1.75　-0.57%
　　航美传媒　2.34　-1.27%
　　UT斯达康　1.36　5.43%
　　展讯通信　22.9　2.14%
　　亚信科技　10.49　0.96%
　　中芯国际　2.64　4.35%
　　中星微电子　1.58　6.04%
　　炬力　2.03　-0.49%
　　侨兴环球　0.81　2.53%
　　泰克飞石　2.15　0.00%
　　文思信息　9.87　4.22%
　　诺亚舟　1.41　0.71%
　　侨兴移动　1.02　-0.97%
　　国人通信　2.27　2.25%
　　联游网络　0.27　-10.00%
　　BCD半导体　4.49　0.00%
　　学而思　9.51　5.32%
　　学大教育　3.14　-0.63%
　　正保远程教育　2.45　0.00%
　　新东方　26.95　5.44%
　　搜房网　11.74　3.71%
　　蓝汛　4.84　1.89%
　　高德软件　13.2　4.60%
　　麦考林　1.61　0.00%
　　优酷网　20.29　-1.84%
　　当当网　5.4　-3.40%
　　斯凯　3.92　2.26%
　　软通动力　8.63　1.41%
　　创博国际　2.62　31.00%
　　海辉软件　10.95　4.19%
　　奇虎360　18.25　1.67%
　　世纪互联　9.98　0.91%
　　人人公司　5.74　0.17%
　　网秦　4.79　0.21%
　　世纪佳缘　8.54　0.89%
　　凤凰新媒体　4.85　4.08%
　　淘米　5.95　1.19%
　　土豆网　15.66　-1.82%
　　新浪科技讯 北京时间10月22日凌晨消息，周五美股大幅上涨，道指四周连续收阳，标普500指数连续三周收高。纳斯达克综合指数涨1.49%，中国概念股普遍上涨，13只股票涨幅超4%。其中，巨人网络涨7.95%，灵通网涨7.47%，前程无忧涨7.25%，中星微涨6.04%。联游网络则大跌10%，酷6传媒跌6.91%。
　　周五，新东方、学而思、UT斯达康等三只股票涨幅在5%至6%之间；第九城市、中芯国际、文思信息、海辉软件、高德软件、凤凰新媒体等6只股票涨幅在4%至5%之间。
　　另外，分众传媒涨3.49%，艺龙网涨3.33%；盛大游戏跌3.48%，当当网跌3.40%。
　　本周道指收高1.4%，标普500指数收高1.1%。不过本周纳指下跌1.1%。
　　美东时间10月21日16:00(北京时间10月21日04:00)，道琼斯工业平均指数上涨267.01点，收于11,808.79点，涨幅2.31%；纳斯达克综合指数上涨38.84点，收于2,637.46点，涨幅1.49%；标准普尔500指数上涨22.86点，收于1,238.25点，涨幅1.88%。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　84.46　1.34%
　　CRIC　4.98　2.89%
　　网易　45.73　2.46%
　　搜狐　54.55　-0.82%
　　百度　122.16　-1.38%
　　分众传媒　23.75　3.49%
　　盛大　39.18　1.95%
　　盛大游戏　4.99　-3.48%
　　巨人网络　3.8　7.95%
　　畅游　27.79　2.96%
　　第九城市　4.59　4.56%
　　完美世界　12.75　2.25%
　　携程网　32.35　0.75%
　　金融界　1.73　-1.14%
　　艺龙　15.5　3.33%
　　前程无忧　44.09　7.25%
　　掌上灵通　0.85　7.47%
　　空中网　4.78　2.14%
　　酷6传媒　1.75　-6.91%
　　易居中国　6.39　5.10%
　　华视传媒　1.75　-0.57%
　　航美传媒　2.34　-1.27%
　　UT斯达康　1.36　5.43%
　　展讯通信　22.9　2.14%
　　亚信科技　10.49　0.96%
　　中芯国际　2.64　4.35%
　　中星微电子　1.58　6.04%
　　炬力　2.03　-0.49%
　　侨兴环球　0.81　2.53%
　　泰克飞石　2.15　0.00%
　　文思信息　9.87　4.22%
　　诺亚舟　1.41　0.71%
　　侨兴移动　1.02　-0.97%
　　国人通信　2.27　2.25%
　　联游网络　0.27　-10.00%
　　BCD半导体　4.49　0.00%
　　学而思　9.51　5.32%
　　学大教育　3.14　-0.63%
　　正保远程教育　2.45　0.00%
　　新东方　26.95　5.44%
　　搜房网　11.74　3.71%
　　蓝汛　4.84　1.89%
　　高德软件　13.2　4.60%
　　麦考林　1.61　0.00%
　　优酷网　20.29　-1.84%
　　当当网　5.4　-3.40%
　　斯凯　3.92　2.26%
　　软通动力　8.63　1.41%
　　创博国际　2.62　31.00%
　　海辉软件　10.95　4.19%
　　奇虎360　18.25　1.67%
　　世纪互联　9.98　0.91%
　　人人公司　5.74　0.17%
　　网秦　4.79　0.21%
　　世纪佳缘　8.54　0.89%
　　凤凰新媒体　4.85　4.08%
　　淘米　5.95　1.19%
　　土豆网　15.66　-1.82%

