中国概念股周四涨跌互现 9只股票涨幅超5%
　　新浪科技讯 北京时间10月14日凌晨消息，周四美国股市收盘涨跌不一，科技板块攀升。三大股指中纳指表现最好，上涨0.60%。中国概念股涨跌互现，9只股票涨幅超5%。其中，新浪受益于多重利好大涨18.35%，CRIC大涨9.85%，文思信息和易车网分别涨9%左右。侨兴移动大跌11.30%，巨人网络(微博)跌7.95%。
　　周四，国人通信、搜房网、麦考林、正保远程教育等四只股票涨幅在7%至9%之间；空中网涨5.85%。
　　另外，世纪互联和学大教育分别跌4.30%和4.53%。
　　美东时间10月13日16:00(北京时间10月14日04:00)，道琼斯工业平均指数下跌40.72点，收于11,478.13点，跌幅0.35%；纳斯达克综合指数上涨15.51点，收于2,620.24点，涨幅0.60%；标准普尔500指数下跌3.59点，收于1,203.66点，跌幅0.30%。
　　标普10成分板块当中，金融股跌幅最大。科技与电讯板块上涨。本月至今标普500指数已上涨约6%。周三该指数于三周以来首次收在1200点上方。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　92.88　18.35%
　　CRIC　5.02　9.85%
　　网易　44.21　1.19%
　　搜狐　58.65　2.73%
　　百度　132.97　1.64%
　　分众传媒　25.77　-0.43%
　　盛大　32.17　0.12%
　　盛大游戏　4.51　-0.88%
　　巨人网络　3.59　-7.95%
　　畅游　30.2　-3.42%
　　第九城市　3.99　0.50%
　　完美世界　12.89　-1.07%
　　携程网　34.89　-1.11%
　　金融界　1.94　-0.51%
　　艺龙　15.85　0.13%
　　前程无忧　45　-1.10%
　　掌上灵通　0.8　-2.43%
　　空中网　4.49　5.85%
　　酷6传媒　1.85　0.54%
　　易居中国　6.74　-5.34%
　　华视传媒　1.7　3.66%
　　航美传媒　2.42　1.26%
　　UT斯达康　1.22　0.00%
　　展讯通信　21.25　-0.65%
　　亚信科技　9.75　-1.42%
　　中芯国际　2.61　0.77%
　　中星微电子　1.34　-3.60%
　　炬力　2.05　0.99%
　　侨兴环球　0.82　0.77%
　　泰克飞石　2.14　-3.17%
　　文思信息　10.68　8.98%
　　诺亚舟　1.56　-0.64%
　　中华网　0.42　-51.72%
　　CDC软件　1.77　-41.97%
　　侨兴移动　1.02　-11.30%
　　国人通信　2.03　7.46%
　　联游网络　0.31　0.00%
　　BCD半导体　4.74　-0.63%
　　学而思　10.13　-2.03%
　　学大教育　3.16　-4.53%
　　正保远程教育　2.38　8.18%
　　新东方　29.93　-1.25%
　　搜房网　12.46　7.88%
　　蓝汛　4.34　-1.59%
　　高德软件　14.61　0.07%
　　麦考林　1.65　7.84%
　　优酷网　21.72　-2.21%
　　当当网　6.06　2.71%
　　斯凯　4.12　-3.96%
　　软通动力　8.34　-1.88%
　　创博国际　1.81　-9.50%
　　海辉软件　10.74　0.94%
　　奇虎360　18.15　-0.44%
　　世纪互联　10.25　-4.30%
　　人人公司　5.8　-0.17%
　　网秦　4.41　-1.12%
　　世纪佳缘　8.99　-3.44%
　　凤凰新媒体　4.77　3.02%
　　淘米　5.76　-3.68%
　　土豆网　16.35　3.61%

