中国概念股周一收盘涨跌互现 华友世纪大涨14%
　　新浪科技讯 北京时间3月23日凌晨消息  受到Williams-Sonoma利好财报及医疗板块普遍上涨推动，周一美国股市收高。中国互联网公司周一收盘涨跌互现，华友世纪大涨14.15%。
　　截至收盘，道琼斯工业平均指数上涨43.91点，收于10,785.89点，涨幅0.41%；纳斯达克综 合指数上涨20.99点，收于2,395.40点，涨幅0.88%；标准普尔500指数上涨5.91点，收于1,165.81点，涨幅0.51%。
　　中国互联网公司周一收盘涨跌互现，华友世纪大涨14.15%。
　　股票名称	最新价		涨跌幅
　　新浪		39.82		0.15%
　　CRIC		9.42		0.43%
　　网易		40.21		-0.98%
　　搜狐		54.76		0.90%
　　百度		579.72		1.77%
　　分众传媒	17.31		5.16%
　　盛大		41.33		-0.55%
　　盛大游戏	6.7		1.36%
　　巨人网络	7.48		0.67%
　　畅游		31.54		-1.07%
　　第九城市	7.05		-1.67%
　　完美时空	42.05		0.82%
　　携程网		36.77		2.14%
　　金融界		7.63		-1.42%
　　艺龙		11		0.46%
　　前程无忧	18.05		-0.22%
　　掌上灵通	1.66		-2.92%
　　空中网		8.86		2.43%
　　华友世纪	3.55		14.15%
　　易居中国	18.61		0.87%
　　如家快捷	33.24		2.81%
　　7天连锁		10		-2.82%
　　新东方		86.9		2.09%
　　正保远程教育	5.8		0.17%
　　华视传媒	4.85		-1.42%
　　航美传媒	6.11		1.66%
　　新华悦动传媒	0.6		-0.33%
　　永新视博	7.79		0.78%
　　UT斯达康	2.39		3.46%
　　展讯通信	6.2		1.64%
　　亚信科技	27.52		-0.54%
　　中芯国际	5.25		-1.69%
　　中星微电子	4.44		-0.45%
　　炬力		2.34		-0.43%
　　侨兴环球	1.93		-3.02%
　　德信无线	2.79		1.09%
　　无锡尚德	14.07		-1.19%
　　文思信息	20.75		-1.38%
　　诺亚舟		5.3		1.34%
　　中华网		2.66		-0.75%
　　CDC软件		11.05		-2.04%
　　侨兴移动	2.3		0.00%
　　国人通信	3.38		0.00%

