中国概念股周一涨跌互现 华视传媒涨5.18%
　　新浪科技讯 北京时间10月19日凌晨消息，周一美国股市收高。花旗集团盈利强劲增长，房地产建筑商信心指数回升，成为大盘走高的动力。中国概念股涨跌互现，华视传媒涨5.18%，百度上涨4.%。
　　美东时间10月18日16:00(北京时间10月19日04:00)，道琼斯工业平均指数上涨80.91点，收于11,143.69点，涨幅0.73%；纳斯达克综合指数上涨11.89点，收于2,480.66点，涨幅0.48%；标准普尔500指数上涨8.53点，收于1,184.72点，涨幅0.73%。
　　中国概念股周一涨跌互现。其中，华视传媒涨5.18%，报收于4.47美元；UT斯达康上涨5.33%，报收于2.57美元；百度上涨4.80%，报收于103.40美元；大华建设则下跌7.06%，报收于0.79美元。
　　股票　最新价　涨跌幅
　　新浪　53.98　-0.15%
　　CRIC　10.37　0.29%
　　网易　39　0.13%
　　搜狐　61.59　0.00%
　　百度　103.4　4.80%
　　分众传媒　23.87　-0.54%
　　盛大　40.05　0.23%
　　盛大游戏　6.52　0.00%
　　巨人网络　6.54　0.93%
　　畅游　30.4　-1.36%
　　第九城市　5.22　-0.76%
　　完美时空　29.89　2.36%
　　携程网　50.78　2.09%
　　金融界　7.98　1.14%
　　艺龙　17.62　-1.89%
　　前程无忧　44.69　2.97%
　　掌上灵通　1.4　0.00%
　　空中网　7.62　-2.81%
　　酷6传媒　5　0.00%
　　易居中国　18.5　-0.22%
　　如家快捷　52.55　0.50%
　　7天连锁　20.28　0.55%
　　新东方　94.06　2.80%
　　正保远程教育　5.36　0.47%
　　华视传媒　4.47　5.18%
　　航美传媒　5.71　0.18%
　　新华悦动传媒　0.22　-2.23%
　　永新视博　7.33　-5.42%
　　UT斯达康　2.57　5.33%
　　展讯通信　13.03　1.80%
　　亚信科技　20.72　0.78%
　　中芯国际　3.77　3.86%
　　中星微电子　3.85　2.67%
　　炬力　2.01　-0.50%
　　侨兴环球　1.52　-1.30%
　　德信无线　4.06　0.50%
　　无锡尚德　9.44　0.21%
　　文思信息　34.75　1.14%
　　诺亚舟　2.13　5.66%
　　中华网　4.67　2.86%
　　CDC软件　7.01　2.64%
　　侨兴移动　3.39　-0.29%
　　国人通信　2.29　3.15%
　　汉庭连锁酒店　26.29　0.61%
　　大华建设　0.79　-7.06%
　　搜房网　72.78　-3.39%
　　蓝汛　27.52　-1.11%
　　高德软件　19.83　-0.83%

