中国概念股周五多数股票下跌 15只股票跌幅超5%
　　新浪科技讯 北京时间10月8日凌晨消息，周五美国股市收跌，但本周美股收高。惠誉下调意大利与西班牙债务评级，抵消了美国9月非农就业人数增幅超预期的利好影响。本周道指上涨1.7%，纳指上涨2.65%，标普500指数上涨2.12%。
　　美东时间10月7日16:00(北京时间10月8日04:00)，道琼斯工业平均指数下跌20.21点，收于11,103.12点，跌幅0.18%；纳斯达克综合指数下跌27.47点，收于2,479.35点，跌幅1.10%；标准普尔500指数下跌9.51点，收于1,155.46点，跌幅0.82%。
　　中国概念股周五多数股票出现下跌，其中携程网、完美世界、等15只股票跌幅超过5%；仅有网易、分众传媒、第九城市、金融界、掌上灵通、UT斯达康、亚信科技、炬力、联游网络、正保远程教育、搜房网、高德软件、斯凯、网秦等公司股价上涨。
　　股票 最新价 涨跌幅
　　新浪 73.81 -6.31%
　　CRIC 3.75 -12.79%
　　网易 41.45 +0.36%
　　搜狐 54.51 -2.80%
　　百度 119.21 -1.39%
　　分众传媒 22.97 +0.70%
　　盛大 32.48 -3.96%
　　盛大游戏 3.99 -2.68%
　　巨人网络 3.34 -3.19%
　　畅游 28.31 -1.19%
　　第九城市 3.51 +6.04%
　　完美世界 11.55 -7.08%
　　携程网 33.25 -5.67%
　　金融界 1.78 +0.56%
　　艺龙 16.81 +5.17%
　　前程无忧 41.30 -0.67%
　　掌上灵通 0.80 +5.17%
　　空中网 4.13 -0.72%
　　酷6传媒 1.86 -8.37%
　　易居中国 5.31 -1.67%
　　华视传媒 1.45 -0.68%
　　航美传媒 2.25 -3.43%
　　UT斯达康 0.97 +0.78%
　　展讯通信 18.87 -0.94%
　　亚信科技 8.86 1.14%
　　中芯国际 2.4 0.00%
　　中星微电子 1.27 -4.51%
　　炬力 1.99 +0.51%
　　侨兴环球 0.75 -3.71%
　　泰克飞石 1.82 -3.19%
　　文思信息 8.35  -2.45%
　　诺亚舟 1.56  0.00%
　　中华网 0.42  -51.72%
　　CDC软件 1.77 -41.97%
　　侨兴移动 1.00  -1.98%
　　国人通信 1.65  -8.33%
　　联游网络 0.54  +5.88%
　　BCD半导体 5.00  -5.48%
　　学而思  10.18  -2.77%
　　学大教育 2.65  -7.02%
　　正保远程教育 2.17  +3.33%
　　新东方 27.30  -0.51%
　　搜房网 10.73  +2.39%
　　蓝汛 4.07  -7.71%
　　高德软件 14.02  +1.45%
　　麦考林 1.36  -4.90%
　　优酷网 1.36  -4.90%
　　当当网 5.42  -5.24%
　　斯凯 3.73 	 +0.27%
　　软通动力 3.73  +0.27%
　　创博国际 1.91  -4.50%
　　海辉软件 8.75  -2.34%
　　奇虎360 15.54  -7.06%
　　世纪互联 10.32  -2.32%
　　人人公司 5.49  0.00%
　　网秦 4.38  +0.69%
　　世纪佳缘 8.06  -7.89%
　　凤凰新媒体 5.00  -9.09%
　　淘米 5.60 -6.67%
　　土豆网 13.35  -5.18%

