美股大幅上扬中国概念股普涨
　　新浪科技讯 美国东部时间11月24日16:15(北京时间11月25日05:15)消息，随美国政府同意援助花旗以及奥巴马敦促新的经济团队尽快展开工作，美股连续第二个单日大幅上扬。受此带动概念股普遍上涨，其中，新浪等7支股票涨幅超过10%。
　　截至收盘(北京时间凌晨5：00)，道琼斯工业平均指数上涨了396.97点，报收8443.39点，涨幅为4.93%。道指盘中最高上涨了550点。标准普尔500指数上涨了51.78点，至851.81点，涨幅为6.47%；纳斯达克综合指数上涨了87.67点，至1472.02点，涨幅为6.33%。中国概念股普遍上涨，其中，新浪等7支股票涨幅超过10%。
　　股票名称 最新价 涨跌幅 
　　新浪 26.330 11.140% 
　　网易 18.010 13.270% 
　　搜狐 42.390 13.010% 
　　百度 115.130 2.170% 
　　分众传媒 6.900 5.020% 
　　盛大网络 23.400 2.810% 
　　巨人网络 6.140 1.820% 
　　第九城市 10.980 0.550% 
　　完美时空 16.200 2.990% 
　　携程网 19.000 0.960% 
　　金融界 5.180 2.980% 
　　艺龙 7.000 2.040% 
　　前程无忧 6.300 -0.790% 
　　灵通网 0.770 5.470% 
　　空中网 3.340 5.360% 
　　华友世纪 1.410 -3.420% 
　　易居中国 5.270 2.930% 
　　如家快捷 8.080 10.530% 
　　新东方 44.050 10.210% 
　　正保远程教育 2.560 -5.190% 
　　华视传媒 5.230 6.090% 
　　航美传媒 5.700 2.520% 
　　新华财经传媒 0.440 10.000% 
　　永新视博 4.890 4.940% 
　　UT斯达康 1.490 1.360% 
　　展讯通信 0.810 2.530% 
　　亚信 10.370 9.390% 
　　中芯国际 1.020 0.000% 
　　中星微 1.760 1.150% 
　　珠海炬力 1.430 2.140% 
　　侨兴环球 1.550 7.340% 
　　德信无线 0.780 6.860% 
　　无锡尚德 6.690 10.580% 
　　文思信息 6.000 8.110% 
　　诺亚舟 2.520 5.000% 
　　CDC 0.750 7.430% 


