中国概念股周四涨跌互现 UT斯达康大跌11.57%
　　新浪科技讯 北京时间10月22日凌晨消息，受利好财报以及就业数据推动，周四美国股市收高。中国概念股涨跌互现，UT斯达康大跌11.57%，九城关贸上涨9.22%。
　　美东时间10月21日16:00(北京时间10月22日04:00)，道琼斯工业平均指数上涨38.75点，收于11,146.72点，涨幅0.35%；纳斯达克综合指数上涨2.28点，收于2,459.67点，涨幅0.09%；标准普尔500指数上涨2.09点，收于1,180.26点，涨幅0.18%。
　　中国概念股周四涨跌互现。其中，UT斯达康下调今年的营收预期，受此影响今日大跌11.57%，报收于2.14美元；九城关贸上涨9.22%，报收于1.54美元；航美传媒和蓝汛通信分别下跌6.50%和5.62%。
　　股票　最新价　涨跌幅
　　新浪　52.31　1.24%
　　CRIC　9.65　-4.36%
　　网易　39.57　0.15%
　　搜狐　62.5　3.73%
　　百度　102.48　2.47%
　　分众传媒　23.53　0.64%
　　盛大　39.97　-0.05%
　　盛大游戏　6.49　0.00%
　　巨人网络　6.65　0.30%
　　畅游　31.14　-0.57%
　　第九城市　5.25　1.74%
　　完美时空　28.28　-1.08%
　　携程网　51.01　1.96%
　　金融界　8.04　2.42%
　　艺龙　17.6　3.35%
　　前程无忧　42.9　-1.52%
　　掌上灵通　1.41　-2.76%
　　空中网　7.33　-0.95%
　　酷6传媒　5　1.83%
　　易居中国　17.99　-1.05%
　　如家快捷　50.42　-0.06%
　　7天连锁　19.26　2.61%
　　新东方　94.27　-0.08%
　　正保远程教育　5.25　-1.50%
　　华视传媒　4.52　0.44%
　　航美传媒　5.97　-6.50%
　　新华悦动传媒　0.22　0.93%
　　永新视博　7.01　-2.91%
　　UT斯达康　2.14　-11.57%
　　展讯通信　12.7　-0.86%
　　亚信科技　19.6　1.08%
　　中芯国际　4.21　2.93%
　　中星微电子　3.85　-0.26%
　　炬力　2.06　3.00%
　　侨兴环球　1.86　1.64%
　　德信无线　4　1.27%
　　无锡尚德　8.39　-3.78%
　　文思信息　33.84　-1.48%
　　诺亚舟　2.12　0.95%
　　中华网　4.51　0.00%
　　CDC软件　7.45　3.47%
　　侨兴移动　3.77　1.34%
　　国人通信　2.27　-1.30%
　　汉庭连锁酒店　24.78　-3.24%
　　大华建设　0.78　-1.29%
　　搜房网　71　1.41%
　　蓝汛　23.51　-5.62%
　　高德软件　18.99　-1.15%

