中国概念股周四涨跌互现 易车网跌13.6%创新低
　　新浪科技讯 北京时间12月10日凌晨消息，周四美国股市收盘涨跌不一。劳工部早间公布的就业数据提升了市场信心。美元汇率上涨，使大宗商品供应商普遍感受到压力。中国概念股涨跌互现，新浪网涨5.8%报75.62美元再创新高，当当网和优酷网IPO第二日继续上涨，分别涨7.72%和27.69%，报32.22和42.7美元。
　　另外，博纳影业纳斯达克IPO首日报6.58美元跌22.59%；易车网继昨日大跌之后今日再跌13.55%，报8.68美元，创IPO以来新低。
　　美东时间12月9日16:00(北京时间12月10日05:00)，道琼斯工业平均指数下跌2.42点，收于11,370.06点，跌幅0.02%；纳斯达克综合指数上涨7.51点，收于2,616.67点，涨幅0.29%；标准普尔500指数上涨4.72点，收于1,233.00点，涨幅0.38%。
　　股票　最新价　涨跌幅
　　新浪　75.62　5.76%
　　CRIC　8.61　0.23%
　　网易　37.48　-1.91%
　　搜狐　77.91　2.70%
　　百度　108.07　0.00%
　　分众传媒　23.4　5.26%
　　盛大　39.05　0.36%
　　盛大游戏　6.09　0.33%
　　巨人网络　6.97　-1.83%
　　畅游　27.99　-2.24%
　　第九城市　6.4　-1.23%
　　完美时空　23.56　-1.30%
　　携程网　44.41　1.23%
　　金融界　7.14　0.28%
　　艺龙　17.02　0.05%
　　前程无忧　54　1.83%
　　掌上灵通　1.61　-0.62%
　　空中网　7　0.86%
　　酷6传媒　6.21　-0.64%
　　易居中国　13.95　0.79%
　　如家快捷　43.01　-3.28%
　　7天连锁　24.05　5.53%
　　新东方　103.76　2.58%
　　正保远程教育　4.98　4.84%
　　华视传媒　3.88　1.84%
　　航美传媒　7.28　0.69%
　　新华悦动传媒　0.18　-5.26%
　　永新视博　8.39　-1.18%
　　UT斯达康　1.95　1.04%
　　展讯通信　16.98　0.77%
　　亚信科技　15.92　-2.21%
　　中芯国际　3.86　1.58%
　　中星微电子　3.37　-0.59%
　　炬力　2.13　1.91%
　　侨兴环球　1.78　-2.73%
　　德信无线　3.88　-0.52%
　　无锡尚德　8.36　0.48%
　　文思信息　35.09　-2.85%
　　诺亚舟　1.95　0.51%
　　中华网　3.41　1.49%
　　CDC软件　5.95　2.23%
　　侨兴移动　3.46　-4.68%
　　国人通信　2.92　-1.35%
　　汉庭连锁酒店　21.1　-0.47%
　　大华建设　0.49　-3.92%
　　搜房网　71.7　-4.88%
　　蓝汛　25.53　-3.70%
　　高德软件　16.44　-4.25%
　　麦考林　6.84　0.74%
　　优酷网　42.51　23.64%
　　当当网　32.22　7.72%
　　博纳影业　6.58　-22.59%

