中国互联网公司周二股价多数上涨
　　新浪科技讯 北京时间周三凌晨消息 因希腊债务问题有望得到救助，美股周二强劲攀升，三大股指涨幅均超出1%，道指重返万点大关之上。中国互联网公司周二收盘多数上涨。
　　截至收盘，道琼斯工业平均指数上涨了152.25点，至10058.64点，涨幅为1.52%；纳斯达克综合指数上涨了24.82点，至2150.87 点，涨幅为1.17%；标准普尔500指数上涨了13.78点，至1070.52点，涨幅为1.30%。
　　股票名称	最新价		涨跌幅
　　新浪		36.09		0.67%
　　CRIC		8.76		0.23%
　　网易		34.17		0.71%
　　搜狐		48.35		-0.64%
　　百度		435.07		-1.84%
　　分众传媒	13.43		2.52%
　　盛大		47.76		0.23%
　　盛大游戏	8.85		-0.78%
　　巨人网络	7.32		-0.14%
　　畅游		33.33		0.97%
　　第九城市	6.65		-2.35%
　　完美时空	38.72		3.34%
　　携程网		31.44		2.95%
　　金融界		7.22		0.84%
　　艺龙		9.86		-0.40%
　　前程无忧	15.6		-0.76%
　　掌上灵通	1.75		4.17%
　　空中网		8.28		3.11%
　　华友世纪	2.67		4.71%
　　易居中国	16.78		2.30%
　　如家快捷	28.77		1.52%
　　7天连锁		12.34		2.66%
　　新东方		66.79		-0.76%
　　正保远程教育	5.98		0.84%
　　华视传媒	8.35		1.83%
　　航美传媒	7.86		-0.25%
　　新华悦动传媒	0.71		5.97%
　　永新视博	6.17		0.16%
　　UT斯达康	1.95		4.28%
　　展讯通信	6.39		1.43%
　　亚信科技	24.26		3.85%
　　中芯国际	4.23		2.92%
　　中星微电子	4.35		-1.14%
　　炬力		2.27		2.25%
　　侨兴环球	1.78		2.89%
　　德信无线	2.96		0.68%
　　无锡尚德	12.94		2.70%
　　文思信息	16.47		3.58%
　　诺亚舟		4		0.00%
　　中华网		2.25		1.35%
　　CDC软件		9.7		0.21%
　　侨兴移动	2.57		8.90%
　　国人通信	3.22		-1.83%

