中国概念股周二涨跌互现：国人通信大涨102%
　　新浪科技讯 10月22日消息，受包括德州仪器与Sun在内上市公司财报低于预期及悲观业绩预报影响，美股周二大幅下跌。中国概念股周二涨跌互现，其中，国人通信大涨102.25%。
　　周二收盘，道琼斯工业平均指数下跌了231.77点，至9033.66点，跌幅为2.50%；标准普尔500指数下跌了30.35点，报收955.05点，跌幅为3.08%；纳斯达克综合指数下跌了73.35点，报收1693.68点，跌幅为4.14%。(蓝俊) 
　　股票 股价 涨跌幅 
　　新浪 31.580 -4.300% 
　　网易 21.720 -4.060% 
　　搜狐 57.870 0.990% 
　　国人通信 1.62 102.25%
　　百度 248.670 -2.240% 
　　分众传媒 17.530 -9.780% 
　　盛大网络 28.550 -1.420% 
　　巨人网络 6.510 -2.980% 
　　第九城市 13.830 -2.050% 
　　完美时空 20.400 -5.640% 
　　携程网 30.550 -8.180% 
　　金融界 9.790 -3.930% 
　　艺龙 7.390 0.410% 
　　前程无忧 8.340 0.000% 
　　灵通网 1.100 10.010% 
　　空中网 3.020 2.370% 
　　华友世纪 2.400 -6.250% 
　　易居中国 5.340 -4.300% 
　　如家快捷 9.350 -7.330% 
　　新东方 62.540 4.550% 
　　正保远程教育 3.840 1.050% 
　　华视传媒 11.830 -5.130% 
　　航美传媒 6.070 -6.470% 
　　新华财经传媒 1.210 0.000% 
　　永新视博 8.270 -1.310% 
　　UT斯达康 2.150 -9.280% 
　　展讯通信 1.390 -6.720% 
　　亚信 10.700 3.480% 
　　中芯国际 1.120 -2.610% 
　　中星微 1.570 -0.630% 
　　珠海炬力 2.130 -3.180% 
　　侨兴环球 2.450 4.700% 
　　德信无线 1.010 -2.880% 
　　无锡尚德 23.000 1.230% 
　　文思信息 6.330 -0.160% 
　　诺亚舟 3.210 -0.920% 
　　深圳迈瑞 23.070 -11.640% 
　　CDC 1.510 -4.430% 


