中国概念股周四涨跌互现 斯凯网络大涨25%
　　新浪科技讯 北京时间7月7日凌晨消息，尽管出现了美国服务业指数不及预期与中国加息等利空消息，周三美国股市仍然收高，交投清淡。在周五重要的就业数据公布之前，投资者大多谨慎观望。中国概念股涨跌互现，斯凯网络早盘便大涨20%，最终收报10.12美元，帐幅为25.22%；人人涨7.65%报10.70美元。
　　其它涨跌幅超过5%的个股有：国人通信大涨11.11%报2.50美元；网秦涨6.29%报5.91美元；CRIC跌6.63%报6.06美元；搜房跌5.05%报20.10美元；联游网络跌6.36%报1.03美元；亚信跌 5.82%报16.51美元；中华网软件跌5.05%报4.89美元。
　　受腾讯入股金山软件消息影响，奇虎360股价早盘应声下跌4%，但稍后回涨，最终收报于22.89美元，跌幅为1.68%。
　　美东时间7月6日16:00(北京时间7月7日04:00)，道琼斯工业平均指数上涨56.15点，收于12,626.02点，涨幅0.45%；纳斯达克综合指数上涨8.25点，收于2,834.02点，涨幅0.29%；标准普尔500指数上涨1.34点，收于1,339.22点，涨幅0.10%。
　　股票　最新价　涨跌幅
　　新浪　113.3　-1.15%
　　CRIC　6.06　-6.63%
　　网易　47.85　-2.29%
　　搜狐　77.17　-1.34%
　　百度　145.84　-0.02%
　　分众传媒　32.01　-0.84%
　　盛大　39.15　-1.73%
　　盛大游戏　6.82　0.29%
　　巨人网络　7.6　0.93%
　　畅游　45.57　0.55%
　　第九城市　5.69　-2.06%
　　完美世界　20.53　2.45%
　　携程网　43.7　-1.06%
　　金融界　3.45　4.52%
　　艺龙　24.38　3.09%
　　前程无忧　58.46　-1.27%
　　掌上灵通　0.91　0.25%
　　空中网　5.17　2.78%
　　酷6传媒　3.35　1.52%
　　易居中国　9.4　-0.42%
　　华视传媒　2.8　-0.71%
　　航美传媒　2.96　-0.34%
　　永新视博　5.17　-1.34%
　　UT斯达康　1.36　-4.89%
　　展讯通信　17.26　-3.14%
　　亚信科技　16.51　-5.82%
　　中芯国际　3.92　0.00%
　　中星微电子　1.82　-2.67%
　　炬力　2.13　0.47%
　　侨兴环球　1.04　-3.70%
　　德信无线　4.31　-2.49%
　　文思信息　22.13　-2.51%
　　诺亚舟　1.97　-4.14%
　　中华网　2.06　-0.48%
　　CDC软件　4.89　-5.05%
　　侨兴移动　1.89　2.16%
　　国人通信　2.5　11.11%
　　联游网络　1.03　-6.36%
　　BCD半导体　7.25　-2.08%
　　搜房网　20.1　-5.05%
　　蓝汛　10.35　-2.36%
　　高德软件　15.4　1.25%
　　麦考林　3.4　3.98%
　　优酷网　36.73　-2.80%
　　当当网　13.49　10.30%
　　斯凯　10.12　25.22%
　　软通动力　15.75　-1.56%
　　创博国际　2.5　-3.85%
　　海辉软件　14.76　-0.87%
　　奇虎360　22.89　-1.67%
　　世纪互联　14.28　0.00%
　　人人公司　10.7　7.65%
　　网秦　5.91　6.30%
　　世纪佳缘　12.5　3.14%
　　凤凰新媒体　10.13　0.30%
　　淘米　10.34　3.50%

