中国概念股周二涨跌互现 酷6传媒大涨14.77%
　　新浪科技讯 北京时间9月22日凌晨消息，周二美国股市收盘涨跌不一。美联储决定维持基准利率不变，表示对通货紧缩感到担心，准备在必要时采取更多措施以刺激经济增长。中国概念股涨跌互现，酷6传媒和国人通信分别大涨14.77%和10.16%，中华网(CHINA)则大涨180.13%，创52周新高。
　　美东时间9月21日16:00(北京时间9月22日04:00)，道琼斯工业平均指数上涨7.64点，收于10,761.26点，涨幅0.07%；纳斯达克综合指数下跌6.48点，收于2,349.35点，跌幅0.28%；标准普尔500指数下跌2.93点，收于1,139.78点，跌幅0.26%。
　　中国概念股周二涨跌互现。其中，酷6传媒继周一大涨25.91%后今日继续大涨14.77%，报收于4.74美元；国人通信上涨10.16%，报收于2.06美元。中华网大涨180.13%，上涨2.72美元，报收于4.23美元，创52周新高。过去52周，中华网最高价为3.21美元，最低股价为1.48美元。
　　股票　最新价　涨跌幅
　　新浪　51.35　0.43%
　　CRIC　10.16　2.83%
　　网易　38.25　-0.34%
　　搜狐　59.55　7.10%
　　百度　91.19　1.47%
　　分众传媒　21.67　-2.56%
　　盛大　37.6　0.29%
　　盛大游戏　5.49　0.55%
　　巨人网络　6.54　-0.30%
　　畅游　28.39　3.39%
　　第九城市　5.4　-0.74%
　　完美时空　26.16　3.73%
　　携程网　43.99　0.34%
　　金融界　7.1　-0.14%
　　艺龙　19.51　0.88%
　　前程无忧　36.95　4.50%
　　掌上灵通　1.44　-0.68%
　　空中网　6.05　-0.17%
　　酷6传媒　4.74　14.77%
　　易居中国　18.85　0.43%
　　如家快捷　46.32　-1.64%
　　7天连锁　17.8　0.74%
　　新东方　110.81　0.96%
　　正保远程教育　5.02　0.40%
　　华视传媒　4.01　3.08%
　　航美传媒　3.78　0.53%
　　新华悦动传媒　0.21　-8.18%
　　永新视博　7.18　0.14%
　　UT斯达康　2.14　-6.55%
　　展讯通信　13.4　-0.74%
　　亚信科技　18.9　-0.53%
　　中芯国际　3.27　-3.54%
　　中星微电子　3.41　-1.16%
　　炬力　2　0.00%
　　侨兴环球　1.51　0.67%
　　德信无线　3.42　-1.44%
　　无锡尚德　9.02　0.11%
　　文思信息　30.6　-1.10%
　　诺亚舟　2.28　6.28%
　　中华网　4.23　180.13%
　　CDC软件　5.66　0.89%
　　侨兴移动　3.31　-0.30%
　　国人通信　2.06　10.16%
　　汉庭连锁酒店　23.74　-0.92%

