中国概念股周四涨跌互现 当当网涨8.45%
　　新浪科技讯 北京时间1月14日凌晨消息，在周三股市稳健收高之后，周四美国股市小幅收低，医疗板块领跌。默沙东药物试验受挫导致其股价大幅下跌，令大盘承压。但西班牙和意大利成功标售国债的消息在一定程度上提振了市场情绪。中国概念股涨跌互现，新浪涨4.88%报85.53美元，股价创历史新高，当当网涨8.45%报34.39美元。
　　另外，完美时空跌5.80%报21.43美元。
　　美东时间1月13日16:00(北京时间1月14日05:00)，道琼斯工业平均指数下跌23.54点，收于11,731.90点，跌幅0.20%；纳斯达克综合指数下跌2.04点，收于2,735.29点，跌幅0.07%；标准普尔500指数下跌2.20点，收于1,283.76点，跌幅0.17%。
　　股票　最新价　涨跌幅
　　新浪　85.53　4.88%
　　CRIC　8.76　-1.68%
　　网易　39　0.05%
　　搜狐　69.68　0.32%
　　百度　106.25　0.30%
　　分众传媒　23.88　2.31%
　　盛大　41.15　-0.44%
　　盛大游戏　6.59　1.54%
　　巨人网络　7.23　-0.96%
　　畅游　30.89　-1.50%
　　第九城市　8.38　3.08%
　　完美时空　21.43　-5.80%
　　携程网　43.13　-0.94%
　　金融界　6.23　-4.59%
　　艺龙　18.05　-0.93%
　　前程无忧　57.88　-0.64%
　　掌上灵通　1.68　-2.33%
　　空中网　6.57　0.00%
　　酷6传媒　4.86　0.83%
　　易居中国　15.07　0.33%
　　如家快捷　38.81　0.96%
　　7天连锁　22.42　-3.90%
　　新东方　108.64　3.25%
　　正保远程教育　4.93　2.07%
　　华视传媒　4.49　-0.22%
　　航美传媒　6.92　0.87%
　　新华悦动传媒　0.18　-1.63%
　　永新视博　7.35　-0.94%
　　UT斯达康　2.31　-1.70%
　　展讯通信　19.65　1.13%
　　亚信科技　19.34　-0.31%
　　中芯国际　4.05　0.75%
　　中星微电子　3.64　-5.21%
　　炬力　2.27　-2.58%
　　侨兴环球　2.78　-4.14%
　　德信无线　4.33　2.12%
　　无锡尚德　9.14　-0.98%
　　文思信息　35.8　-4.38%
　　诺亚舟　2.03　0.50%
　　中华网　3.58　0.56%
　　CDC软件　6.88　-4.04%
　　侨兴移动　5　-3.29%
　　国人通信　3.43　1.78%
　　汉庭连锁酒店　23.76　0.53%
　　大华建设　1.53　-3.77%
　　搜房网　79.72　1.26%
　　蓝汛　20.93　-0.85%
　　高德软件　19.2　-0.21%
　　麦考林　7.18　0.00%
　　优酷网　37.58　0.99%
　　当当网　34.39　8.45%
　　博纳影业　6.01　0.17%
　　斯凯　5.15　-0.58%
　　软通动力　19.5　0.10%

