中国互联网公司周一涨跌互现 UT斯达康大涨16%
　新浪科技讯 北京时间6月22日凌晨消息  周一美国股市高开低走，投资者普遍认为中国允许其货币对美元升值的消息将对美国制造商及其他出口商有利，但同时仍在担心欧洲与美国的经济复苏前景。
　　美东时间6月21日16:00(北京时间6月22日04:00)，纳斯达克综合指数下跌20.71点，收于2,289.09点，跌幅0.90%；道琼斯工业平均指数下跌8.23点，收于10,442.41点，跌幅 0.08%；标准普尔500指数下跌4.30点，收于1,113.21点， 跌幅0.38%。
　　中国互联网公司周一涨跌互现。UT斯达康(Nasdaq:UTSI)大涨16%，华视传媒(Nasdaq:VISN)跌5.54%。
　　股票名称  	最新价  	涨跌幅
　　新浪 	38.44	0.68%
　　CRIC 	8.73	0.46%
　　网易 	33.36	9.92%
　　搜狐 	44.54	1.16%
　　百度 	76.36	3.06%
　　分众传媒 	16.85	1.44%
　　盛大 	40.37	1.79%
　　盛大游戏 	5.43	0.18%
　　巨人网络 	7.3	0.83%
　　畅游 	28.97	0.31%
　　第九城市 	4.07	6.82%
　　完美时空 	25.16	5.01%
　　携程网 	45.8	7.64%
　　金融界 	7.05	-1.81%
　　艺龙 	13.94	3.03%
　　前程无忧 	22.91	3.24%
　　掌上灵通 	1.4	0.72%
　　空中网 	6.1	0.16%
　　华友世纪 	2.92	2.90%
　　易居中国 	15.38	5.85%
　　如家快捷 	40.19	-1.98%
　　7天连锁 	11.26	1.90%
　　新东方 	102.65	1.27%
　　正保远程教育 	3.37	-6.13%
　　华视传媒 	3.24	-5.54%
　　航美传媒 	3.91	0.26%
　　新华悦动传媒 	0.35	3.82%
　　永新视博 	6.15	-4.21%
　　UT斯达康 	2.2	15.79%
　　展讯通信 	9.77	2.41%
　　亚信科技 	24.35	1.16%
　　中芯国际 	4.29	2.39%
　　中星微电子 	4.93	-0.40%
　　炬力 	2.2	2.33%
　　侨兴环球 	1.7	3.03%
　　德信无线 	2.72	0.37%
　　无锡尚德 	10.01	-1.18%
　　文思信息 	24	5.45%
　　诺亚舟 	4.02	-1.23%
　　中华网 	2.19	-5.19%
　　CDC软件 	7.94	0.63%
　　侨兴移动 	2.7	0.00%
　　国人通信 	1.96	-2.49%
　　汉庭连锁酒店 	15.04	3.44%

