中国概念股周四全线大涨 23只股票涨幅超5%
　　新浪科技讯 北京时间10月28日凌晨消息，周四美国股市大幅收高，大盘两连阳，纳斯达克综合指数上涨3.32%。中国概念股全线大涨，23只股票涨幅超5%。其中，文思信息暴涨24.95%，世纪佳缘(微博)大涨18.60%，当当网、搜房网、凤凰新媒体和航美传媒等4只股票涨幅在9%至10%之间，搜狐和CRIC分别涨8.72%和8.22%。世纪互联逆市跌2.43%创52周新低。
　　美股上涨的原因是：欧洲达成解决债务危机协议、美国第三季度GDP数据表明经济出现一年来最快增速，推动美股上扬。
　　周四，灵通网、金融界、亚信、侨兴环球等4只股票涨幅在7%至8%之间；百度、分众传媒、德信无线、中芯国际、海辉软件、蓝汛通信、软通动力、奇虎360、网秦、学大教育、新东方等11只股票涨幅在5%至7%之间。
　　另外，新浪、网易、盛大游戏(微博)、携程网、艺龙网、前程无忧、麦考林、诺亚舟、优酷、斯凯网络、人人、学而思等13只股票涨幅在3%至5%之间。九城关贸逆市跌4.29%，世纪互联逆市跌2.43%创下52周新低。
　　美东时间10月27日16:00(北京时间10月28日04:00)，道琼斯工业平均指数上涨339.44点，报12,208.48点，涨幅2.86%；纳斯达克综合指数上涨87.96点，报2,738.63点，涨幅3.32%；标准普尔500指数上涨42.58点，报1,284.58点，涨幅3.43%。（飞宇）
　　股票　最新价　涨跌幅
　　新浪　87.39　3.20%
　　CRIC　5.4　8.22%
　　网易　49.59　3.79%
　　搜狐　64.18　8.72%
　　百度　138.39　5.80%
　　分众传媒　26.55　6.63%
　　盛大　40.5　0.50%
　　盛大游戏　5.69　4.21%
　　巨人网络　4.1　0.99%
　　畅游　28.91　1.19%
　　第九城市　5.37　1.13%
　　完美世界　14.36　1.99%
　　携程网　36.86　4.15%
　　金融界　2.05　7.33%
　　艺龙　14.7　3.16%
　　前程无忧　49.9　4.39%
　　掌上灵通　0.8　7.85%
　　空中网　5.1　1.59%
　　酷6传媒　1.82　-1.09%
　　易居中国　8.36　12.21%
　　华视传媒　1.75　2.94%
　　航美传媒　2.55　9.91%
　　UT斯达康　1.44　2.13%
　　展讯通信　25.36　0.16%
　　亚信科技　11.1　7.04%
　　中芯国际　2.94　6.14%
　　中星微电子　1.68　1.82%
　　炬力　2.1　1.45%
　　侨兴环球　0.88　7.32%
　　泰克飞石　2.4　5.73%
　　文思信息　13.77　24.95%
　　诺亚舟　1.49　3.47%
　　侨兴移动　1.1　4.76%
　　国人通信　2.45　2.51%
　　联游网络　0.25　-2.75%
　　BCD半导体　4.7　2.17%
　　学而思　10.45　3.36%
　　学大教育　3.33　5.38%
　　正保远程教育　2.5　2.04%
　　新东方　30.1　5.13%
　　搜房网　13.34　9.43%
　　蓝汛　5.34　5.33%
　　高德软件　13.15　-0.60%
　　麦考林　1.77　3.51%
　　优酷网　20.6　4.89%
　　当当网　6.33　9.14%
　　斯凯　5.03　4.14%
　　软通动力　11　5.67%
　　创博国际　2.39　4.02%
　　海辉软件　13.5　6.30%
　　奇虎360　20.49　5.08%
　　世纪互联　9.22　-2.43%
　　人人公司　6.23　4.71%
　　网秦　5.34　6.37%
　　世纪佳缘　10.2　18.60%
　　凤凰新媒体　5.14　9.36%
　　淘米　5.8　-0.85%
　　土豆网(微博)　16.12　0.75%

