美股周四逆转中国概念股收盘普涨
　　新浪科技讯 北京时间2月6日早间消息，金融股的反弹使美股周四走势出现逆转，反映出即将公布的银行救助计划对于股市来说是多么重要。受此影响，中国概念股周四普遍上涨。
　　截至收盘，道琼斯工业平均指数上涨了106.41点，至8063.07点，涨幅为1.34%；标准普尔500指数上涨了13.62点，至845.85点，涨幅为1.64%；纳斯达克综合指数上涨了31.19点，至1546.24点，涨幅为2.06%。中国概念股周四普遍上涨，其中诺亚舟大涨18.99%。
　　股票名称 最新价 涨跌幅 
　　新浪 22.120 4.190% 
　　网易 19.460 1.880% 
　　搜狐 42.880 3.800% 
　　百度 125.290 -2.880% 
　　分众传媒 7.610 4.390% 
　　盛大 30.270 -0.160% 
　　巨人网络 6.060 0.330% 
　　第九城市 14.980 0.810% 
　　完美时空 15.430 0.850% 
　　携程网 21.770 5.420% 
　　金融界 9.890 -0.100% 
　　艺龙 7.210 1.410% 
　　前程无忧 6.500 -0.150% 
　　掌上灵通 1.240 1.640% 
　　空中网 4.100 3.800% 
　　华友世纪 1.750 -1.690% 
　　易居中国 7.000 2.340% 
　　如家快捷 8.180 3.150% 
　　新东方 52.000 -3.700% 
　　正保远程教育 4.650 -1.900% 
　　华视传媒 6.280 2.110% 
　　航美传媒 4.960 0.610% 
　　新华财经传媒 0.530 3.920% 
　　永新视博 6.280 2.120% 
　　UT斯达康 1.520 6.290% 
　　展讯通信 0.900 -4.260% 
　　亚信科技 9.320 1.750% 
　　中芯国际 1.800 1.690% 
　　中星微电子 2.000 0.000% 
　　炬力 1.520 2.700% 
　　侨兴环球 1.530 0.660% 
　　德信无线 1.290 -5.840% 
　　无锡尚德 9.650 -2.530% 
　　文思信息 4.560 0.660% 
　　诺亚舟 3.070 18.990% 
　　中华网 0.810 0.020% 


