中国概念股周二几乎全线下跌 23只股票跌幅超3%
　　新浪科技讯 北京时间10月26日凌晨消息，周二美国股市尾盘跳水最终大幅收跌，标普500指数终止了三连阳势头。纳斯达克综合指数下跌2.26%，中国概念股几乎全线下跌，23只股票跌幅超3%，其中9只股票跌幅超5%。亚信跌9.72%，金融界跌8.65%，联游网络跌9.22%与52周最低价持平，斯凯网络跌8.08%，优酷跌7.23%。
　　美股大幅收跌的原因是，欧盟二次峰会在即但前景未明，一些大型企业财报及业绩展望欠佳，令投资者情绪紧张。
　　周二，中芯国际跌6.43%，灵通网跌6.07%，分众传媒跌5.66%，搜狐跌5.39%。九城逆市上涨 5.13%。
　　凤凰新媒体、世纪互联、华视传媒、航美传媒、前程无忧等5只股票跌幅在4%至5%之间。
　　另外，新浪、百度、携程、侨兴环球、高德软件、CRIC、易车网、人人、网秦等9只股票跌幅在3%至4%之间。
　　美东时间10月25日16:00(北京时间10月26日04:00)，道琼斯工业平均指数下跌207.00点，收于11,706.62点，跌幅1.74%；纳斯达克综合指数下跌61.02点，收于2,638.42点，跌幅2.26%；标准普尔500指数下跌25.14点，收于1,229.05点，跌幅2.00%。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　88.73　-3.94%
　　CRIC　4.85　-3.39%
　　网易　48.02　-0.64%
　　搜狐　57.87　-5.39%
　　百度　127.98　-3.06%
　　分众传媒　24.33　-5.66%
　　盛大　39.22　-0.08%
　　盛大游戏(微博)　5.31　0.76%
　　巨人网络(微博)　4.05　1.25%
　　畅游　29.66　-1.33%
　　第九城市　5.18　5.13%
　　完美世界　13.16　-1.64%
　　携程网　33.27　-3.48%
　　金融界　1.96　-8.65%
　　艺龙　14.7　-2.39%
　　前程无忧　43.93　-4.50%
　　掌上灵通　0.74　-6.07%
　　空中网　4.95　-1.00%
　　酷6传媒　1.87　2.19%
　　易居中国　7　-1.41%
　　华视传媒　1.72　-3.91%
　　航美传媒　2.38　-4.80%
　　UT斯达康　1.36　-2.86%
　　展讯通信　23.5　-1.67%
　　亚信科技　10.03　-9.72%
　　中芯国际　2.62　-6.43%
　　中星微电子　1.58　0.00%
　　炬力　2.1　0.00%
　　侨兴环球　0.79　-3.06%
　　泰克飞石　2.26　-1.74%
　　文思信息　11.11　-1.33%
　　诺亚舟　1.49　4.20%
　　侨兴移动　1.03　-0.05%
　　国人通信　2.4　1.27%
　　联游网络　0.26　-9.22%
　　BCD半导体　4.54　0.22%
　　学而思　10　-1.09%
　　学大教育　3.21　-0.31%
　　正保远程教育　2.45　0.00%
　　新东方　28.19　-0.56%
　　搜房网　11.95　-2.85%
　　蓝汛　4.98　-2.92%
　　高德软件　13　-3.99%
　　麦考林　1.68　1.20%
　　优酷网　20.9　-7.23%
　　当当网　5.85　-1.35%
　　斯凯　4.89　-8.08%
　　软通动力　9.85　0.10%
　　创博国际　2.32　-10.42%
　　海辉软件　12.65　0.40%
　　奇虎360　19.61　-1.95%
　　世纪互联　9.45　-4.64%
　　人人公司　5.97　-3.08%
　　网秦　4.92　-3.53%
　　世纪佳缘(微博)　8.49　-1.96%
　　凤凰新媒体　4.6　-4.37%
　　淘米　5.86　-2.33%
　　土豆网(微博)　15.77　-2.65%

