中国概念股周五涨跌互现 优酷大跌12.18%
　　新浪科技讯 北京时间12月11日凌晨消息，周五美国股市小幅收高，平静的一周至此结束。本周公布的经济数据大体上利好，推动大盘小幅上扬。中国概念股今日涨跌互现，斯凯网络昨晚在纳斯达克挂牌交易，首日收报6.01美元较8美元的发行价下跌24.9%，优酷网大跌12.18%报37.50美元，博纳影业IPO第2日回涨5.45%报6.96美元。
　　另外，新华悦动传媒涨9.33%报0.20美元，第九城市、正保远程教育、航美传媒、环球天下教育跌幅均超5%。
　　美东时间12月10日16:00(北京时间12月11日05:00)，道琼斯工业平均指数上涨40.26点，报11,410.32点，涨幅0.35%；纳斯达克综合指数上涨20.87点，报2,637.54点，涨幅0.80%；标准普尔500指数上涨7.40点，报1,240.40点，涨幅0.60%。
　　股票　最新价　涨跌幅
　　新浪　73.88　-2.30%
　　CRIC　8.74　1.51%
　　网易　37.85　0.99%
　　搜狐　76.78　-1.45%
　　百度　107.86　-0.20%
　　分众传媒　22.69　-3.03%
　　盛大　38.78　-0.69%
　　盛大游戏　6.25　2.63%
　　巨人网络　6.93　-0.57%
　　畅游　28.02　0.11%
　　第九城市　6.12　-4.52%
　　完美时空　23.59　0.13%
　　携程网　45.15　1.67%
　　金融界　7.14　0.00%
　　艺龙　16.9　-0.87%
　　前程无忧　53.94　-0.11%
　　掌上灵通　1.64　1.86%
　　空中网　7.04　0.57%
　　酷6传媒　6.38　2.74%
　　易居中国　13.82　-0.93%
　　如家快捷　43　-0.02%
　　7天连锁　24.31　1.08%
　　新东方　105.59　1.76%
　　正保远程教育　4.7　-5.62%
　　华视传媒　3.9　0.78%
　　航美传媒　6.89　-5.36%
　　新华悦动传媒　0.2　9.44%
　　永新视博　8.34　-0.60%
　　UT斯达康　1.93　-0.52%
　　展讯通信　16.94　-0.24%
　　亚信科技　15.98　0.38%
　　中芯国际　3.87　0.26%
　　中星微电子　3.26　-3.26%
　　炬力　2.13　0.00%
　　侨兴环球　1.78　-0.56%
　　德信无线　3.85　-0.77%
　　无锡尚德　8.27　-1.08%
　　文思信息　36.42　3.64%
　　诺亚舟　1.93　-1.03%
　　中华网　3.44　0.88%
　　CDC软件　5.94　-0.17%
　　侨兴移动　3.55　2.60%
　　国人通信　2.9　-0.68%
　　汉庭连锁酒店　20.94　-0.76%
　　大华建设　0.49　0.00%
　　搜房网　73　1.81%
　　蓝汛　25.3　-0.90%
　　高德软件　15.77　-4.08%
　　麦考林　6.85　0.15%
　　优酷网　37.5　-12.18%
　　当当网　32.79　1.77%
　　博纳影业　6.96　5.45%

