周四美股收低中国概念股普遍下跌
　　新浪科技讯 北京时间5月8日凌晨消息，美股周四收低，金融及科技板块领跌大盘。主要股指已经创下4月20日以来最大跌幅。受大盘影响，中国概念股普遍下跌。
　　标普500指数当中，仅有医疗保健、公用事业(2030.676,-5.67,-0.28%)及必需消费品等三个板块上涨，其余板块全线下跌。
　　原油期货价格回升，但未能帮助能源板块上涨。
　　周四收盘，道琼斯工业平均指数下跌102.43点，收于8,409.85点，跌幅1.20%。标准普尔500指数指数下跌12.16点，收于907.37点，跌幅1.32%。纳斯达克合指数指数下跌42.86点，收于1,716.24点，跌幅2.44%。
　　中国概念股周四普遍下跌。其中华友世纪跌幅最大，达17.400%。
　　股票名称 最新价 涨跌幅
　　新浪 27.420 -4.660%
　　网易 30.900 -3.470%
　　搜狐 54.170 -2.240%
　　百度 247.000 -3.390%
　　分众传媒 7.310 -6.760%
　　盛大 49.250 -2.460%
　　巨人网络 8.320 -2.120%
　　畅游 31.000 -4.320%
　　第九城市 9.290 -1.800%
　　完美时空 19.290 0.630%
　　携程网 33.000 -2.480%
　　金融界 13.000 -0.840%
　　艺龙 6.580 1.230%
　　前程无忧 8.780 -4.880%
　　掌上灵通 1.650 -0.600%
　　空中网 7.130 1.860%
　　华友世纪 2.110 -17.400%
　　易居中国 12.600 0.080%
　　如家快捷 14.020 0.570%
　　新东方 56.120 -0.300%
　　正保远程教育 4.350 -5.430%
　　华视传媒 5.420 -6.870%
　　航美传媒 6.040 -7.080%
　　新华悦动传媒 0.700 -1.410%
　　永新视博 9.910 1.640%
　　UT斯达康 1.530 -6.130%
　　展讯通信 1.720 -1.710%
　　亚信科技 17.260 -3.470%
　　中芯国际 2.050 -8.070%
　　中星微电子 1.750 -2.780%
　　炬力 1.960 -3.570%
　　侨兴环球 1.950 -4.410%
　　德信无线 1.620 -5.810%
　　无锡尚德 16.700 -6.330%
　　诺亚舟 3.220 -2.420%
　　中华网 1.450 -5.840%


