美股高开中国概念股周四普遍上涨
　　新浪科技讯 北京时间4月30日晚间讯，美股周四高开，延续了昨日的上涨趋势，更多的经济数据显示美国经济已开始企稳。中国概念股普遍上涨。
　　道琼斯工业平均指数上涨了51.37点，至8237.10点，涨幅为0.63%；纳斯达克综合指数上涨了18.28点，至1730.22点，涨幅为1.07%，标准普尔500指数上涨了5.14点，至878.78点，涨幅为0.59%。中国概念股普遍上涨。
　　股票名称 最新价 涨跌幅 
　　新浪 28.940 0.140% 
　　网易 30.430 1.130% 
　　搜狐 53.470 6.850% 
　　百度 234.810 3.310% 
　　分众传媒 6.620 3.120% 
　　盛大 50.020 2.920% 
　　巨人网络 8.490 -1.740% 
　　畅游 32.380 4.280% 
　　第九城市 9.610 2.450% 
　　完美时空 18.310 0.110% 
　　携程网 31.370 2.320% 
　　金融界 12.340 4.660% 
　　艺龙 6.400 4.580% 
　　前程无忧 7.910 0.000% 
　　掌上灵通 1.550 3.330% 
　　空中网 6.270 1.130% 
　　华友世纪 2.060 -0.340% 
　　易居中国 13.000 5.860% 
　　如家快捷 13.790 1.470% 
　　新东方 53.270 3.400% 
　　正保远程教育 5.900 0.000% 
　　华视传媒 5.660 7.400% 
　　航美传媒 5.670 3.660% 
　　新华悦动传媒 0.590 1.710% 
　　永新视博 8.550 -1.720% 
　　UT斯达康 1.220 0.000% 
　　展讯通信 1.510 2.030% 
　　亚信科技 17.860 1.940% 
　　中芯国际 2.000 0.500% 
　　中星微电子 1.800 -3.740% 
　　炬力 1.740 1.160% 
　　侨兴环球 4.990 6.170% 
　　德信无线 1.670 11.880% 
　　无锡尚德 15.600 9.550% 
　　文思信息 8.090 0.250% 
　　诺亚舟 3.020 -0.980% 
　　中华网 1.210 2.540% 


