中国概念股周二多数下跌 四公司跌幅超10%
　　新浪科技讯 北京时间12月8日凌晨消息，周二美国股市冲高回落，盘中曾创2008年9月以来的最高水平，但收盘时主要股指涨跌不一。中国概念股今日多数下跌，新华悦动传媒、中华网软件、侨兴环球、酷6传媒四公司股价跌幅超10%。
　　美东时间12月7日16:00(北京时间12月8日05:00)，道琼斯工业平均指数下跌3.03点，收于11,359.16点，跌幅0.03%；纳斯达克综合指数上涨3.57点，收于2,598.49点，涨幅0.14%；标准普尔500指数上涨0.63点，收于1,223.75点，涨幅0.05%。
　　中国概念股今日多数下跌，其中，新华悦动传媒受三季度财报影响大跌16%报0.21美元；中华网软件大跌15.58%报3.25，创52周新低；侨兴环球受三季度财报影响大跌13.43%报1.74美元，酷6传媒大跌10.36%报6.40美元；易车网跌8.78%报10.91创IPO以来新低，麦考林跌4.35%报6.60美元。
　　股票　最新价　涨跌幅
　　新浪　69.1　-0.22%
　　CRIC　9　-2.49%
　　网易　38.86　-2.29%
　　搜狐　77.01　0.39%
　　百度　109.68　-0.50%
　　分众传媒　23.61　-0.80%
　　盛大　39.03　-0.51%
　　盛大游戏　6.11　0.66%
　　巨人网络　7.1　0.14%
　　畅游　30.25　-1.01%
　　第九城市　6.48　0.93%
　　完美时空　23.98　1.61%
　　携程网　46.25　4.33%
　　金融界　7.13　-0.14%
　　艺龙　16.9　-1.63%
　　前程无忧　52　0.78%
　　掌上灵通　1.62　0.62%
　　空中网　6.93　-5.07%
　　酷6传媒　6.4　-10.36%
　　易居中国　14.25　0.99%
　　如家快捷　45.26　-0.68%
　　7天连锁　24.04　-2.83%
　　新东方　101.49　-0.24%
　　正保远程教育　4.87　2.10%
　　华视传媒　3.69　1.10%
　　航美传媒　7.38　-1.07%
　　新华悦动传媒　0.21　-16.00%
　　永新视博　8.5　0.00%
　　UT斯达康　2.03　-2.40%
　　展讯通信　17.13　-1.50%
　　亚信科技　17.4　-1.42%
　　中芯国际　3.88　0.52%
　　中星微电子　3.38　-0.59%
　　炬力　2.11　0.96%
　　侨兴环球　1.74　-13.43%
　　德信无线　3.94　-1.01%
　　无锡尚德　8.78　-2.88%
　　文思信息　36.42　-6.33%
　　诺亚舟　1.97　1.03%
　　中华网　3.25　-15.58%
　　CDC软件　5.8　-4.45%
　　侨兴移动　3.72　-3.63%
　　国人通信　2.87　-0.69%
　　汉庭连锁酒店　21.55　-1.10%
　　大华建设　0.51　1.94%
　　搜房网　78.01　2.38%
　　蓝汛　27.82　-0.50%
　　高德软件　17.7　-0.34%
　　麦考林　6.6　-4.35%

