中国互联网公司周三股价多数下跌
　　新浪科技讯 北京时间1月21日凌晨消息 受到投资者对全球贷款成本可能提高的担心情绪影响，周三美国股市收低。投资者担心中国央行将控制信贷发放、希腊将为满足贷款标准付出沉重代价，导致美元汇率大幅攀升、股市普遍下跌。中国互联网公司周三股价多数下跌。
　　美东时间周三下午16:00(北京时间1月21日05:00)，道琼斯工业平均指数下跌122.28点，收于10,603.15点，跌幅1.14%；纳斯达克综合指数下跌29.15点，收于2,291.25点，跌幅1.26%；标准普尔500指数下跌12.20点，收于1,138.03点，跌幅 1.06%。
　　股票名称	最新价		涨跌幅
　　新浪		43.12		-3.38%
　　CRIC		9.6		-3.61%
　　网易		36.18		-2.74%
　　搜狐		61.32		-1.13%
　　百度		439.67		-0.27%
　　分众传媒	16.58		-4.05%
　　盛大		51.34		0.73%
　　盛大游戏	10.1		0.10%
　　巨人网络	7.48		0.00%
　　畅游		35.32		-1.18%
　　第九城市	8.04		-5.74%
　　完美时空	40.7		-2.58%
　　携程网		70.71		-3.11%
　　金融界		8.28		-0.84%
　　艺龙		12.32		-0.08%
　　前程无忧	17.04		-6.32%
　　掌上灵通	1.8		0.00%
　　空中网		12.01		-3.69%
　　华友世纪	3.99		0.00%
　　易居中国	16.49		-3.68%
　　如家快捷	32.89		-6.08%
　　7天连锁		14.19		3.20%
　　新东方		76.66		-3.39%
　　正保远程教育	6.53		0.00%
　　华视传媒	10.1		-4.27%
　　航美传媒	8.51		-0.64%
　　新华悦动传媒	0.77		0.00%
　　永新视博	6.89		-1.29%
　　UT斯达康	2.32		-2.52%
　　展讯通信	6.4		-3.76%
　　亚信科技	26.84		-6.02%
　　中芯国际	4.45		0.45%
　　中星微电子	4.95		0.00%
　　炬力		2.54		0.00%
　　侨兴环球	2.35		-7.48%
　　德信无线	3.58		-1.10%
　　无锡尚德	14.6		-5.62%
　　文思信息	20.09		-1.47%
　　诺亚舟		4.69		-1.05%
　　中华网		2.61		-5.43%
　　CDC软件		10.21		-2.48%
　　侨兴移动	3.38		-5.32%
　　国人通信	3.94		0.00%

