中国概念股周五早盘普涨
　　新浪科技讯 美国东部时间1月15日10:18(北京时间1月13日23:18)消息，美股周五大幅高开，美国政府向两家大银行提供援助的消息令投资者振奋。有消息称，美国政府向美国银行提供了200亿美元注资，并为美国银行(BAC)和花旗集团(C)超过4000亿美元的问题资产提供亏损担保。
　　道琼斯工业平均指数上涨了126点，至8339.29点；标准普尔500指数上涨了14.12点，至857.86点；纳斯达克综合指数上涨了19.34点，至1531.18点。
　　受大盘影响，中国概念股周五早盘普涨。
　　股票名称 最新价 涨跌幅 
　　新浪 22.160 4.550% 
　　网易 17.970 3.220% 
　　搜狐 39.090 3.220% 
　　百度 111.460 1.840% 
　　分众传媒 8.160 4.620% 
　　盛大 27.580 2.760% 
　　巨人网络 5.650 1.440% 
　　第九城市 14.850 0.270% 
　　完美时空 15.930 2.180% 
　　携程网 20.910 2.750% 
　　金融界 7.430 3.050% 
　　艺龙 7.410 -0.540% 
　　前程无忧 6.550 -0.150% 
　　掌上灵通 1.250 0.000% 
　　空中网 3.520 0.860% 
　　华友世纪 1.560 0.000% 
　　易居中国 6.330 4.460% 
　　如家快捷 8.030 2.550% 
　　新东方 54.060 -0.750% 
　　正保远程教育 4.150 0.000% 
　　华视传媒 6.770 0.450% 
　　航美传媒 5.540 4.140% 
　　新华财经传媒 0.570 1.790% 
　　永新同方 6.000 0.000% 
　　UT斯达康 1.640 1.860% 
　　展讯通信 0.930 -1.060% 
　　亚信科技 9.290 -2.210% 
　　中芯国际 1.940 4.300% 
　　中星微电子 2.050 1.990% 
　　炬力 1.470 4.990% 
　　侨兴环球 1.830 2.810% 
　　德信无线 1.550 1.310% 
　　无锡尚德 10.870 2.160% 
　　文思信息 5.480 0.370% 
　　诺亚舟 2.320 -6.450% 
　　中华网 1.060 2.900% 


