中国概念股周一几乎全线下跌
　　新浪科技讯 北京时间7月7日凌晨消息，因担心全球经济将推迟复苏，投资者买进了防御型股票，美股主要股指周一涨跌互见，中国概念股几乎全线下跌。
　　截至收盘，道琼斯工业平均指数上涨了44.13点，至8324.87点，涨幅为0.53%；纳斯达克综合指数下跌了9.12点，至1787.40点，跌幅为0.51%，标准普尔500指数上涨了2.30点，至898.72点，涨幅为0.26%。
　　股票 股价 涨跌幅
　　新浪 28.000 -2.230%
　　网易 33.910 1.130%
　　搜狐 58.780 -3.020%
　　百度 285.810 -1.270%
　　分众传媒 7.940 -1.000%
　　盛大 54.000 1.600%
　　巨人网络 7.890 -0.630%
　　畅游 39.840 0.100%
　　第九城市 9.320 -1.580%
　　完美时空 28.760 -2.640%
　　携程网 43.600 -2.240%
　　金融界 10.130 -1.070%
　　艺龙 6.420 -1.230%
　　前程无忧 11.350 -0.180%
　　掌上灵通 2.140 0.000%
　　空中网 10.510 -0.100%
　　华友世纪 3.870 0.000%
　　易居中国 15.210 -1.110%
　　如家快捷 13.880 -7.770%
　　新东方 62.240 -2.550%
　　正保远程教育 6.500 -1.520%
　　华视传媒 5.810 -4.130%
　　航美传媒 5.890 -5.910%
　　新华悦动传媒 0.820 -5.750%
　　永新视博 8.000 -6.100%
　　UT斯达康 1.500 -4.460%
　　展讯通信 2.810 -2.770%
　　亚信科技 15.780 -2.770%
　　中芯国际 2.540 -1.550%
　　中星微电子 2.190 2.820%
　　炬力 1.970 -0.050%
　　侨兴环球 1.780 -0.560%
　　德信无线 2.080 1.460%
　　无锡尚德 17.110 -6.860%
　　诺亚舟 3.860 -1.030%
　　中华网 1.420 -5.960%
　　新浪科技讯 北京时间7月7日凌晨消息，因担心全球经济将推迟复苏，投资者买进了防御型股票，美股主要股指周一涨跌互见，中国概念股几乎全线下跌。
　　截至收盘，道琼斯工业平均指数上涨了44.13点，至8324.87点，涨幅为0.53%；纳斯达克综合指数下跌了9.12点，至1787.40点，跌幅为0.51%，标准普尔500指数上涨了2.30点，至898.72点，涨幅为0.26%。
　　股票 股价 涨跌幅
　　新浪 28.000 -2.230%
　　网易 33.910 1.130%
　　搜狐 58.780 -3.020%
　　百度 285.810 -1.270%
　　分众传媒 7.940 -1.000%
　　盛大 54.000 1.600%
　　巨人网络 7.890 -0.630%
　　畅游 39.840 0.100%
　　第九城市 9.320 -1.580%
　　完美时空 28.760 -2.640%
　　携程网 43.600 -2.240%
　　金融界 10.130 -1.070%
　　艺龙 6.420 -1.230%
　　前程无忧 11.350 -0.180%
　　掌上灵通 2.140 0.000%
　　空中网 10.510 -0.100%
　　华友世纪 3.870 0.000%
　　易居中国 15.210 -1.110%
　　如家快捷 13.880 -7.770%
　　新东方 62.240 -2.550%
　　正保远程教育 6.500 -1.520%
　　华视传媒 5.810 -4.130%
　　航美传媒 5.890 -5.910%
　　新华悦动传媒 0.820 -5.750%
　　永新视博 8.000 -6.100%
　　UT斯达康 1.500 -4.460%
　　展讯通信 2.810 -2.770%
　　亚信科技 15.780 -2.770%
　　中芯国际 2.540 -1.550%
　　中星微电子 2.190 2.820%
　　炬力 1.970 -0.050%
　　侨兴环球 1.780 -0.560%
　　德信无线 2.080 1.460%
　　无锡尚德 17.110 -6.860%
　　诺亚舟 3.860 -1.030%
　　中华网 1.420 -5.960%

