中国概念股周二早盘普涨 百度分众涨幅达8%
　　新浪科技讯 北京时间2月2日凌晨消息，美国股市周二早盘继续上涨。周二欧洲与亚洲等外围市场普遍走高。投资者们迎来了多家企业财报。中国概念股普遍上涨，百度受益于第四季度财报大涨7.93%。
　　截至美东时间2月1日11:10(北京时间2月2日凌晨00:10)，百度大涨7.93%报117.24美元。分众传媒大涨8.81%报27.11美元。畅游涨6.81%报36.71美元；前程无忧涨5.33%报56.89美元；航美传媒大涨6.04%报7.20美元；优酷涨7.05%报31.72美元；当当涨5.76%报29.93美元；德信无线涨6.47%报4.28美元。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　86.07　0.96%
　　CRIC　7.68　2.40%
　　网易　40.4　0.15%
　　搜狐　80.5　3.76%
　　百度　117.48　8.15%
　　分众传媒　26.85　7.79%
　　盛大　39.78　-0.17%
　　盛大游戏　6　0.50%
　　巨人网络　6.93　-0.43%
　　畅游　36.73　6.87%
　　第九城市　7.22　-3.99%
　　完美时空　23.81　2.54%
　　携程网　41.63　1.14%
　　金融界　5.7　0.18%
　　艺龙　17.06　1.25%
　　前程无忧　56.28　4.20%
　　掌上灵通　1.48　-0.67%
　　空中网　7.01　-0.26%
　　酷6传媒　4.66　1.30%
　　易居中国　14.35　0.07%
　　如家快捷　34.93　3.56%
　　7天连锁　18.65　2.49%
　　新东方　98　-0.67%
　　正保远程教育　4.35　0.00%
　　华视传媒　4.45　2.30%
　　航美传媒　7.21　6.19%
　　新华悦动传媒　1.89　0.53%
　　永新视博　6.72　0.15%
　　UT斯达康　2.17　3.33%
　　展讯通信　22.21　3.30%
　　亚信科技　21.32　-0.65%
　　中芯国际　4　3.63%
　　中星微电子　3.22　-2.13%
　　炬力　2.36　-0.42%
　　侨兴环球　2.5　2.04%
　　德信无线　4.27　6.22%
　　无锡尚德　8.73　2.84%
　　文思信息　34.74　-0.46%
　　诺亚舟　2.03　2.53%
　　中华网　3.23　1.57%
　　CDC软件　6.76　1.66%
　　侨兴移动　4.61　3.36%
　　国人通信　3.18　3.58%
　　汉庭连锁酒店　20　-0.15%
　　大华建设　1.35　0.75%
　　搜房网　80.3　3.68%
　　蓝汛　22.37　1.31%
　　高德软件　16.05　-1.89%
　　麦考林　5.65　-1.05%
　　优酷网　31.56　6.51%
　　当当网　29.95　5.83%
　　博纳影业　7.25　-2.55%
　　斯凯　7.4　2.62%
　　软通动力　19.17　2.35%

