中国互联网公司周四股价多数上涨
　　新浪科技讯 北京时间10月9日凌晨消息，因上周首次申请失业救济人数降幅高于预期以及美国铝业业绩好于预期，美股周四收高。此外，美元疲软也刺激资源股走强。中国互联网公司周四股价多数上涨，其中华视传媒上涨5.74%，网易下跌6.17%。
　　截至收盘，道琼斯工业平均指数上涨了61.29点，至9786.87点，涨幅为0.63%；纳斯达克综合指数上涨了13.60点，至2123.93点，涨幅为0.64%；标准普尔500指数上涨了7.90点，至1065.48点，涨幅为0.75%。
　　股票名称	最新价		涨跌幅
　　新浪		39.33		0.25%
　　网易		41.69		-6.17%
　　搜狐		66.36		-2.10%
　　百度		412.67		-0.27%
　　分众传媒	11.89		2.94%
　　盛大		48		-1.98%
　　盛大游戏	10.4		-0.10%
　　巨人网络	6.98		-0.85%
　　畅游		32.83		-2.78%
　　第九城市	7.79		0.91%
　　完美时空	42.83		-5.18%
　　携程网		62.05		4.23%
　　金融界		8.77		2.45%
　　艺龙		12.08		1.09%
　　前程无忧	14.26		2.22%
　　掌上灵通	2.09		-0.48%
　　空中网		14.71		0.00%
　　华友世纪	4.87		1.88%
　　易居中国	23.54		2.35%
　　如家快捷	32.68		1.87%
　　新东方		83.2		0.43%
　　正保远程教育	6.57		-4.09%
　　华视传媒	9.02		5.74%
　　航美传媒	7.11		-0.14%
　　新华悦动传媒	1.73		-0.57%
　　永新视博	7.01		-0.14%
　　UT斯达康	2.18		1.40%
　　展讯通信	5.4		-0.92%
　　亚信科技	20.76		1.32%
　　中芯国际	2.46		2.93%
　　中星微电子	3.78		0.80%
　　炬力		2.66		1.14%
　　侨兴环球	2		-0.50%
　　德信无线	3.31		1.53%
　　无锡尚德	14.95		2.40%
　　文思信息	18.83		-0.37%
　　诺亚舟		5.08		0.40%
　　中华网		2.55		2.00%
　　CDC软件		8.93		1.36%
　　侨兴移动	2.95		-0.34%
　　国人通信	4.77		0.42%

