中国概念股周四收盘普涨 无锡尚德大涨44%
　　新浪科技讯 美国东部时间3月26日下午(北京时间3月27日凌晨)消息，受部分消费品公司利好财报刺激，美股周四收高。百思买、ConAgra Foods与Dr Pepper Snapple Group Inc。的业绩均超出了华尔街预期。受大盘影响，中国概念股周四收盘普涨。
　　截至收盘，道琼斯工业平均指数上涨了174.75点，至7924.56点，涨幅为2.25%；纳斯达克综合指数上涨了58.05点，至1587.00点，涨幅为3.80%；标准普尔500指数上涨了18.98点，至832.86点，涨幅为2.33%。
　　中国概念股周四收盘普涨，其中新华悦动传媒、UT斯达康、德信无线、无锡尚德四只股票涨幅超过10%，无锡尚德大涨43.82%。
　　股票名称 最新价 涨跌幅 
　　新浪 24.530 0.620% 
　　网易 24.820 -0.280% 
　　搜狐 42.400 1.730% 
　　百度 186.350 1.390% 
　　分众传媒 6.990 7.700% 
　　盛大 37.730 -4.190% 
　　巨人网络 6.990 1.160% 
　　第九城市 13.800 7.730% 
　　完美时空 13.970 4.020% 
　　携程网 29.510 4.060% 
　　金融界 9.430 3.060% 
　　艺龙 5.900 -0.340% 
　　前程无忧 6.970 1.600% 
　　掌上灵通 1.610 7.330% 
　　空中网 5.280 1.810% 
　　华友世纪 1.410 8.460% 
　　易居中国 8.570 2.020% 
　　如家快捷 10.040 3.720% 
　　新东方 52.260 1.950% 
　　正保远程教育 5.940 1.540% 
　　华视传媒 6.890 2.990% 
　　航美传媒 4.640 7.660% 
　　新华悦动传媒 0.540 12.500% 
　　永新视博 7.810 0.390% 
　　UT斯达康 0.870 12.990% 
　　展讯通信 0.950 -5.000% 
　　亚信科技 17.160 8.330% 
　　中芯国际 1.830 1.100% 
　　中星微电子 1.850 2.780% 
　　炬力 1.560 6.850% 
　　侨兴环球 1.470 8.020% 
　　德信无线 1.360 13.330% 
　　无锡尚德 11.290 43.820% 
　　文思信息 5.030 4.140% 
　　诺亚舟 3.040 -0.830% 
　　中华网 1.130 4.620% 


