中国概念股周三早盘涨跌互现
　　新浪科技讯 美国东部时间11月17日10:00(北京时间23:00)消息，美国股票指数期货全线走软，预示今日美股可能无法保住昨日的部分战果。由于美联储决定将基准利率下调至有史以来最低水平，且准备向金融系统注入大量资金，美国股市强劲上扬。
　　截至美东时间上午6:16(北京时间晚上7:16)，标准普尔500指数(SPY)期货下滑13.70点，至899.10点；纳斯达克100指数(QQQQ)期货下挫12.25点，至1,228.75点；道琼斯工业指数(DIA)期货下跌119点，至8,772点。受大盘影响中国概念股周三早盘涨跌互现。
　　股票名称 最新价 涨跌幅 
　　新浪 29.020 -0.550% 
　　网易 20.510 -1.540% 
　　搜狐 43.970 -0.450% 
　　百度 129.570 -1.840% 
　　分众传媒 8.210 0.610% 
　　盛大网络 30.160 0.970% 
　　巨人网络 5.970 0.170% 
　　第九城市 12.750 1.760% 
　　完美时空 15.880 -1.490% 
　　携程网 20.380 0.250% 
　　金融界 8.300 0.610% 
　　艺龙 7.140 0.000% 
　　前程无忧 6.590 0.000% 
　　灵通网 0.960 0.000% 
　　空中网 3.540 0.000% 
　　华友世纪 1.950 0.000% 
　　易居中国 7.500 7.140% 
　　如家快捷 10.670 -1.750% 
　　新东方 53.700 1.360% 
　　正保远程教育 3.760 -2.080% 
　　华视传媒 4.840 2.760% 
　　航美传媒 5.230 -3.150% 
　　新华财经传媒 0.600 0.000% 
　　永新视博 7.220 2.560% 
　　UT斯达康 1.710 1.790% 
　　展讯通信 1.140 1.790% 
　　亚信 12.320 -1.990% 
　　中芯国际 1.500 1.350% 
　　中星微 1.930 -0.520% 
　　珠海炬力 1.640 1.860% 
　　侨兴环球 1.920 -3.030% 
　　德信无线 0.850 -0.040% 
　　无锡尚德 9.730 -1.720% 
　　文思信息 5.120 1.190% 
　　诺亚舟 3.080 2.330% 
　　CDC 1.060 -1.850% 


