中国概念股周五涨跌互现 锐迪科微大涨10%
　　新浪科技讯 北京时间2011年1月1日凌晨消息，周五美国股市收盘涨跌不一。至此美股带着优异的成绩挥别2010年。道指在2010年上涨了11%。纳指在2010年上涨16.9%。标普500指数在2010年上涨12.8%。中国概念股今日涨跌互现，锐迪科微大涨10.26%报14.61美元；CRIC涨6.9%报9.6美元。另外，中华网软跌7.14%报3.51美元。
　　美东时间12月31日16:00(北京时间2011年1月1日05:00)，道琼斯工业平均指数上涨7.80点，收于11,577.51点，涨幅0.07%；纳斯达克综合指数下跌10.11点，收于2,652.87点，跌幅0.38%；标准普尔500指数下跌0.24点，收于1,257.64点，跌幅0.02%。
　　今年道指最高收盘点位是11585.35点，为2008年8月以来收盘新高。历史上道指有11次收于当年最高水平。
　　道指成分股当中，今年表现最差的是惠普(HPQ)，该股今年下跌了18%。卡特彼勒(CAT)是今年表现最好的道指成分股，一共上涨了64%。
　　股票　最新价　涨跌幅
　　新浪　68.82　-1.80%
　　CRIC　9.59　6.79%
　　网易　36.15　-1.66%
　　搜狐　63.49　-1.57%
　　百度　96.53　-1.71%
　　分众传媒　21.93　0.73%
　　盛大　39.64　-0.78%
　　盛大游戏　6.43　1.26%
　　巨人网络　7.12　-0.28%
　　畅游　28.5　-0.25%
　　第九城市　6.96　2.20%
　　完美时空　23.65　0.81%
　　携程网　40.53　-1.96%
　　金融界　6.53　-1.06%
　　艺龙　19.79　4.21%
　　前程无忧　49.25　1.32%
　　掌上灵通　1.59　1.92%
　　空中网　7.07　0.28%
　　酷6传媒　4.91　-0.20%
　　易居中国　14.96　2.54%
　　如家快捷　40.98　0.22%
　　7天连锁　21.3　6.39%
　　新东方　105.23　-0.68%
　　正保远程教育　4　0.76%
　　华视传媒　4.64　-0.64%
　　航美传媒　6.89　-2.55%
　　新华悦动传媒　0.19　7.00%
　　永新视博　7.09　0.00%
　　UT斯达康　2.06　0.98%
　　展讯通信　18.37　-1.92%
　　亚信科技　16.57　-1.49%
　　中芯国际　3.66　-1.35%
　　中星微电子　3.7　1.37%
　　炬力　2.15　2.38%
　　侨兴环球　2.83　-0.70%
　　德信无线　4.19　-0.48%
　　无锡尚德　8.01　2.17%
　　文思信息　34.54　-0.09%
　　诺亚舟　2.1　7.14%
　　中华网　3.51　-7.14%
　　CDC软件　6.28　-1.10%
　　侨兴移动　4.06　-1.93%
　　国人通信　3.18　-2.15%
　　汉庭连锁酒店　21.78　-0.46%
　　大华建设　1.59　-5.36%
　　搜房网　71.52　4.20%
　　蓝汛　20.82　-2.44%
　　高德软件　16.03　1.26%
　　麦考林　7.41　-0.94%
　　优酷网　35.01　-0.06%
　　当当网　27.07　-3.01%
　　博纳影业　5.45　-3.88%
　　斯凯　5.36　0.56%
　　软通动力　18.17　2.08%

