中国概念股周四全线上涨 28只股票涨幅超5%
　　新浪科技讯 北京时间8月12日凌晨消息，受利好就业数据推动，周四美国股市大幅收高。中国概念股全线上涨，28只股票涨幅超5%。其中，灵通网和亚信大涨超过20%，优酷大涨17.87%，九城、当当、世纪互联、侨兴环球及联游网络等5只股票涨幅超10%。
　　新浪、金融界、中芯国际、九城关贸、麦考林、易车网、奇虎360、人人、正保远程教育等9只股票涨幅在7%至10%之间。
　　搜狐、百度、分众传媒、前程无忧、航美传媒、华视传媒、文思信息等11只股票涨幅在5%至7%之间。
　　另外，盛大网络、盛大游戏、酷6传媒四只股票涨幅均在4%至5%之间。
　　美国上周首次申请失业救济报告好于市场预期、美国总统奥巴马称将每周都公布增加就业机会的计划，提振了市场情绪。
　　美东时间8月11日16:00(北京时间8月12日04:00)，道琼斯工业平均指数上涨423.37点，收于11,143.31点，涨幅3.95%；纳斯达克综合指数上涨111.63点，收于2,492.68点，涨幅4.69%；标准普尔500指数上涨51.86点，收于1,172.62点，涨幅4.63%。今天盘中道指最高曾上涨近560点。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　103　7.09%
　　CRIC　5.83　-0.17%
　　网易　46.59　3.46%
　　搜狐　79.23　6.12%
　　百度　148.15　5.23%
　　分众传媒　29.75　5.35%
　　盛大　33.85　4.80%
　　盛大游戏　5.12　4.28%
　　巨人网络　8.1　0.50%
　　畅游　42.61　3.25%
　　第九城市　5.25　10.53%
　　完美世界　17.42　3.88%
　　携程网　40.1　3.48%
　　金融界　3.03　8.60%
　　艺龙　21.43　21.76%
　　前程无忧　54.45　5.73%
　　掌上灵通　0.88　-2.21%
　　空中网　4.28　0.94%
　　酷6传媒　2.05　4.06%
　　易居中国　7.19　12.87%
　　华视传媒　2.31　6.94%
　　航美传媒　2.45　5.60%
　　UT斯达康　1.23　1.65%
　　展讯通信　15.05　4.37%
　　亚信科技　12.85　23.68%
　　中芯国际　2.49　9.21%
　　中星微电子　1.54　1.99%
　　炬力　1.93　-2.03%
　　侨兴环球　1.08　12.38%
　　泰克飞石　3.31　3.12%
　　文思信息　17.67　6.25%
　　诺亚舟　1.91　-1.55%
　　中华网　1.39　4.51%
　　CDC软件　3.88　4.87%
　　侨兴移动　1.52　3.40%
　　国人通信　1.96　6.52%
　　联游网络　0.75　11.85%
　　BCD半导体　5.78　-2.03%
　　学而思　12.01　0.59%
　　学大教育　8.09　0.00%
　　正保远程教育　2.5　8.70%
　　新东方　119.06　1.96%
　　搜房网　19.84　8.12%
　　蓝汛　7.49　6.24%
　　高德软件　15.66　2.69%
　　麦考林　1.95　7.14%
　　优酷网　25.13　17.87%
　　当当网　9.45　14.82%
　　斯凯　5.3　1.92%
　　软通动力　11.01　2.42%
　　创博国际　3.75　4.17%
　　海辉软件　10.64　3.81%
　　奇虎360　21.57　9.11%
　　世纪互联　12.87　12.40%
　　人人公司　7.78　7.46%
　　网秦　6.85　-1.58%
　　世纪佳缘　12.77　-0.62%
　　凤凰新媒体　8.78　2.69%
　　淘米　12.82　-2.51%

