中国概念股周四涨跌互现 新华悦动传媒大涨11%
　　新浪科技讯 北京时间3月26日凌晨消息 受美元大涨影响，周四美国股市冲高回落，收盘涨跌不一。美元汇率大涨导致商品期货及其相关板块尾盘跳水，主要股指基本盘中所获涨幅几乎悉数丧失。中国互联网公司周四收盘涨跌互现，新华悦动传媒收盘大涨11.45%。
　　截至收盘，道琼斯工业平均指数上涨5.06点，收于10,841.21点，涨幅0.05%；纳斯达克综合指下跌1.35点，收于2,397.41点，跌幅0.06%；标准普尔500指数下跌1.99点，收于1,165.73点，跌幅0.17%。
　　中国互联网公司周四收盘涨跌互现，新华悦动传媒收盘大涨11.45%。
　　股票名称	最新价		涨跌幅
　　新浪		38.69		0.42%
　　CRIC		9.56		0.42%
　　网易		36.42		-2.52%
　　搜狐		53.66		0.90%
　　百度		591.98		-2.71%
　　分众传媒	16.52		-2.59%
　　盛大		43.49		4.57%
　　盛大游戏	7.01		7.02%
　　巨人网络	7.65		1.06%
　　畅游		30.22		0.10%
　　第九城市	6.88		1.33%
　　完美时空	38.24		-3.58%
　　携程网		40.49		3.13%
　　金融界		7.6		-0.65%
　　艺龙		11.11		1.74%
　　前程无忧	18.02		-0.44%
　　掌上灵通	1.69		-2.59%
　　空中网		8.2		-2.38%
　　华友世纪	3.12		-5.45%
　　易居中国	19.01		-1.35%
　　如家快捷	32.35		-4.99%
　　7天连锁		10.15		0.50%
　　新东方		85.67		-0.12%
　　正保远程教育	6		0.50%
　　华视传媒	4.77		-0.21%
　　航美传媒	5.81		-0.34%
　　新华悦动传媒	0.69		11.45%
　　永新视博	7.3		-2.01%
　　UT斯达康	2.38		-0.42%
　　展讯通信	5.85		-3.94%
　　亚信科技	26.94		3.34%
　　中芯国际	5.67		8.83%
　　中星微电子	4.59		2.68%
　　炬力		2.38		1.28%
　　侨兴环球	1.98		2.59%
　　德信无线	2.75		-0.72%
　　无锡尚德	13.68		-1.65%
　　文思信息	22.41		8.26%
　　诺亚舟		5.23		-2.24%
　　中华网		2.98		3.83%
　　CDC软件		11.19		0.72%
　　侨兴移动	2.31		-0.86%
　　国人通信	3.36		0.00%

