中国概念股周三涨跌互现 7只股票涨幅超5%
　　新浪科技讯 北京时间9月15日凌晨消息，周三美国股市收高，盘面较为波动。至此大盘已连续第三个交易日上涨。纳斯达克综合指数上涨1.6%，中国概念股涨跌互现，7只股票涨幅超5%。其中，航美传媒大涨12%，易车网大涨10.9%，网秦和世纪互联涨幅均超7%，软通动力涨6.39%。
　　中芯国际和海辉软件分别上涨5.49%和5.11%。另外，UT斯达康和联游网络则分别下跌5.11%和 4.92%，中华网软件跌4.04%。
　　盛大、空中网、新东方和海辉软件涨幅均超3%，网易、百度、优酷、灵通网、艺龙、前程无忧等6只股票涨幅在2%至3%之间。
　　CRIC、文思信息跌幅超3%，奇虎、淘米、世纪佳缘、九城、酷6传媒等5只股票跌幅在2%至3%之间
　　美股收高的原因是：法德两国表示希腊将会继续留在欧元区，意大利议会通过了政府的财政紧缩方案，安抚了投资者对欧洲主权债务危机的担心情绪。
　　美东时间9月14日16:00(北京时间9月15日04:00)，道琼斯工业平均指数上涨140.88点，收于11,246.73点，涨幅1.27%；纳斯达克综合指数上涨40.40点，收于2,572.55点，涨幅1.60%；标准普尔500指数上涨15.81点，收于1,188.68点，涨幅1.35%。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　112.41　-1.38%
　　CRIC　4.7　-3.29%
　　网易　47.8　2.03%
　　搜狐　74.98　0.03%
　　百度　147.48　2.01%
　　分众传媒　29.32　1.49%
　　盛大　33.98　3.35%
　　盛大游戏　5.33　-1.30%
　　巨人网络　4.6　2.68%
　　畅游　36.7　-0.76%
　　第九城市　4.41　-2.00%
　　完美世界　17.27　-0.63%
　　携程网　38.19　0.77%
　　金融界　2.56　-1.16%
　　艺龙　18.35　2.23%
　　前程无忧　53.92　2.49%
　　掌上灵通　0.86　2.33%
　　空中网　3.95　3.14%
　　酷6传媒　1.95　-2.99%
　　易居中国　6.08　-3.34%
　　华视传媒　1.87　-0.53%
　　航美传媒　2.8　12.00%
　　UT斯达康　1.3　-5.11%
　　展讯通信　20.43　-1.26%
　　亚信科技　11.06　-1.69%
　　中芯国际　2.88　5.49%
　　中星微电子　1.5　1.35%
　　炬力　1.9　0.00%
　　侨兴环球　1　0.00%
　　泰克飞石　2.16　0.00%
　　文思信息　11.4　-3.63%
　　诺亚舟　1.84　0.00%
　　中华网　1.24　4.20%
　　CDC软件　3.66　-1.29%
　　侨兴移动　1.47　0.68%
　　国人通信　2.15　-1.38%
　　联游网络　0.58　-4.92%
　　BCD半导体　5.65　0.00%
　　学而思　12　0.00%
　　学大教育　5.55　2.78%
　　正保远程教育　2.39　-5.53%
　　新东方　33.7　3.56%
　　搜房网　16.85　-1.17%
　　蓝汛　7　5.11%
　　高德软件　14.77　2.57%
　　麦考林　1.89　2.72%
　　优酷网　22.04　2.51%
　　当当网　7.16　-1.38%
　　斯凯　5.36　0.37%
　　软通动力　8.83　6.39%
　　创博国际　2.91　0.34%
　　海辉软件　10.51　3.34%
　　奇虎360　21.3　-2.92%
　　世纪互联　10.81　7.14%
　　人人公司　6.75　-1.75%
　　网秦　5.65　7.82%
　　世纪佳缘　10.34　-2.73%
　　凤凰新媒体　5.71　-1.55%
　　淘米　7.55　-2.96%
　　土豆网　23.05　1.61%

