中国互联网公司周五股价多数下跌
　　新浪科技讯 北京时间10月24日凌晨消息，受铁路运营商谨慎预报以及能源股下跌影响，美股周五低收。美元指数上涨了0.5%，黄金期货微跌，原油期货下跌了0.8%，至每桶80.50美元。同时，中国互联网公司周五股价多数下跌，其中中华网下跌5.34%，畅游上涨了7.57%。
　　截至收盘，道琼斯工业平均指数下跌了109.13点，至9972.18点，跌幅为1.08%；纳斯达克综合指数下跌了10.82点，至2154.47点，跌幅为0.50%；标准普尔500指数下跌了13.31点，至1079.60点，跌幅为1.22%。
　　股票名称		最新价		涨跌幅
　　新浪		41.61		0.60%
　　CRIC		14		-2.78%
　　网易		37.4		-0.40%
　　搜狐		71.35		3.80%
　　百度		435.31		4.74%
　　分众传媒		14.51		-2.49%
　　盛大		46.34		0.65%
　　盛大游戏		9.82		-1.31%
　　巨人网络		7.52		0.40%
　　畅游		34.96		7.57%
　　第九城市		8.06		4.40%
　　完美时空		46.6		5.24%
　　携程网		60.99		0.48%
　　金融界		8.8		-2.87%
　　艺龙		12.25		-0.16%
　　前程无忧		15.5		3.33%
　　掌上灵通		2.3		-0.86%
　　空中网		14.44		-4.56%
　　华友世纪		6.01		-0.50%
　　易居中国		20.49		-3.21%
　　如家快捷		30.79		-3.33%
　　新东方		72.33		-0.73%
　　正保远程教育	7.15		1.85%
　　华视传媒		10.27		0.49%
　　航美传媒		9		1.69%
　　新华悦动传媒	1.73		1.17%
　　永新视博		7.07		-4.97%
　　UT斯达康		2.1		-2.33%
　　展讯通信		5.78		-4.15%
　　亚信科技		22.46		-1.49%
　　中芯国际		2.53		-0.78%
　　中星微电子	3.83		-1.54%
　　炬力		2.72		-1.45%
　　侨兴环球		2.03		-0.49%
　　德信无线		3.25		-2.40%
　　无锡尚德		13.64		-4.88%
　　文思信息		17.98		-2.28%
　　诺亚舟		5.47		-0.55%
　　中华网		2.48		-5.34%
　　CDC软件		9.07		-0.33%
　　侨兴移动		3.59		2.87%
　　国人通信		5.22		-2.25%

