中国概念股周四收盘涨跌互现
    新浪科技讯 美国东部时间12月11日16:00(北京时间12月12日5:00)消息，由于汽车行业援助计划仍存在不确定性以及投资者对金融公司的财务状况又产生担忧，美股周四大幅下跌。受此影响，中国概念股周四收盘涨跌互现。
    截至收盘，道琼斯工业平均指数下跌了196.33点，至8565.09点，跌幅为2.24%；纳斯达克综合指数下跌了57.60点，至1507.88点，跌幅为3.68%；标准普尔500指数下跌了25.65点，至873.59点，跌幅为2.85%。
    受大盘影响，中国概念股周四收盘涨跌互现，其中新华财经传媒大跌10.77%。
　　股票名称　最新价　涨跌幅 
　　新浪　26.450　3.040% 
　　网易　19.440　-3.760% 
　　搜狐　43.560　-1.910% 
　　百度　111.300　6.470% 
　　分众传媒　8.130　-4.800% 
　　盛大网络　28.460　-3.620% 
　　巨人网络　5.970　0.000% 
　　第九城市　11.810　2.340% 
　　完美时空　16.810　-2.940% 
　　携程网　21.570　-5.150% 
　　金融界　8.000　-3.960% 
　　艺龙　7.170　0.700% 
　　前程无忧　6.820　0.290% 
　　灵通网　0.840　2.440% 
　　空中网　3.500　0.000% 
　　华友世纪　1.750　3.550% 
　　易居中国　7.310　-7.230% 
　　如家快捷　9.690　-7.980% 
　　新东方　52.700　-4.620% 
　　正保远程教育　3.500　4.170% 
　　华视传媒　5.250　-9.790% 
　　航美传媒　5.490　-8.500% 
　　新华财经传媒　0.580　-10.770% 
　　永新视博　6.160　3.530% 
　　UT斯达康　1.550　0.000% 
　　展讯通信　0.940　1.080% 
　　亚信　12.210　-0.810% 
　　中芯国际　1.350　1.500% 
　　中星微　1.950　0.000% 
　　珠海炬力　1.560　-4.290% 
　　侨兴环球　2.270　-4.220% 
　　德信无线　0.870　0.000% 
　　无锡尚德　9.350　0.210% 
　　文思信息　5.070　2.220% 
　　诺亚舟　2.780　-2.110% 
　　CDC　1.020　5.170% 


