中国互联网公司周四股价涨跌互现
　　新浪科技讯 北京时间12月25日凌晨消息，美股周四小幅上扬，主要股指收盘均创年中新高。中国互联网公司周四股价涨跌互现。
　　截至收盘，道琼斯工业平均指数上涨了53.66点，至10520.10点，涨幅为0.51%；纳斯达克综合指数上涨了16.05点，至2285.69点，涨幅为0.71%；标准普尔500指数上涨了5.89点，至1126.48点，涨幅为0.53%。
　　股票名称	最新价	涨跌幅
　　新浪	44.68	-0.40%
　　CRIC	10.8	0.37%
　　网易	37.7	0.53%
　　搜狐	56.62	0.05%
　　百度	415.64	0.35%
　　分众传媒	16.31	1.56%
　　盛大	51.5	1.46%
　　盛大游戏	10.25	-0.19%
　　巨人网络	7.02	0.72%
　　畅游	33.42	2.14%
　　第九城市	7.29	3.40%
　　完美时空	41.1	1.91%
　　携程网	73.33	1.02%
　　金融界	7.93	-0.13%
　　艺龙	11.6	0.00%
　　前程无忧	17.9	2.58%
　　掌上灵通	1.71	1.18%
　　空中网	10.28	-3.38%
　　华友世纪	4.1	1.99%
　　易居中国	19.44	3.02%
　　如家快捷	35.01	0.04%
　　7天连锁	11.97	3.37%
　　新东方	75.63	0.27%
　　正保远程教育	6.85	14.17%
　　华视传媒	11.66	-0.17%
　　航美传媒	7.74	-0.13%
　　新华悦动传媒	0.91	1.11%
　　永新视博	6.09	1.84%
　　UT斯达康	2.25	-3.02%
　　展讯通信	5.36	-1.29%
　　亚信科技	31.05	-0.80%
　　中芯国际	3.27	6.17%
　　中星微电子	4.47	-0.67%
　　炬力	2.47	2.92%
　　侨兴环球	2.21	-0.90%
　　德信无线	3.14	-2.48%
　　无锡尚德	16.69	-0.95%
　　文思信息	19.95	1.58%
　　诺亚舟	4.99	-0.20%
　　中华网	2.3	-0.43%
　　CDC软件	9.24	1.59%
　　侨兴移动	3.67	-0.27%
　　国人通信	3.74	2.19%

