中国概念股周四普遍下跌 13只股票创52周新低
　　新浪科技讯 北京时间9月30日凌晨消息，周四美国股市收盘涨跌不一。纳斯达克综合指数下跌0.43%。因有消息称美司法部正在协助SEC调查中国在美上市公司财务问题，中国概念股在盘中受到重挫，但随着恐慌情绪消散，个股跌幅在尾盘有所缩减。截至收盘，中国概念股有13只股票创下52周新低，共13只股票跌幅超过8%，包括6只股票跌幅超过10%。其中分众传媒大跌18.17%创52周新低、优酷大跌18.31%。
　　土豆、展讯通信、新东方、国人通信等四只股票跌幅超过10%。其中，国人通信跌幅12.04%居首，创下52周新低；土豆跌10.24%创52周新低。
　　新浪、百度、盛大、完美世界(微博)、搜房网、文思信息、斯凯网络等7只股票跌幅在8%至10%之间。其中，完美世界、文思信息、搜房、斯凯网络等4只股票创52周新低。
　　另外，搜狐、盛大游戏、亚信、蓝汛通信、软通动力、淘米等6只股票跌幅在4%至7%之间。其中搜狐、盛大游戏、蓝汛通信等3只股票创52周新低。
　　第九城市、中华网软件、巨人网络(微博)跌幅不大，但也均创下52周新低。
　　涨幅方面，侨兴环球涨8.22%；空中网和联游网络分别上涨6.4%。
　　对于中国概念股周四惨跌状态，高盛表示主要有五方面原因：1. 担心中国PMI与经济成长放缓；2. 美林昨日称中国经济或将减速；3. 司法部对部分公司财务问题展开调查；4. 基金季度末大量减仓中概股；5. 市场在抛售黄金与铜等过去表现优异资产。
　　另外，有报道称，下个月中美证管机构将再次磋商，预计两国合作将使优秀中概股获得更好的发展空间。
　　一位投资界人士对新浪科技表示，近期中国经济整体形势低迷，沪指连创新低，在一定程度上拖累了新浪、百度、分众、优酷等以广告收入为主的公司。而VIE结构的不稳定性也加剧了中国概念股走低的态势。
　　美东时间9月29日16:00(北京时间9月30日04:00)，道琼斯工业平均指数上涨143.08点，收于11,153.98点，涨幅1.30%；纳斯达克综合指数下跌10.82点，收于2,480.76点，跌幅0.43%；标准普尔500指数上涨9.33点，收于1,160.39点，涨幅0.81%。(飞宇)
　　股票　最新价　涨跌幅
　　新浪　73.23　-9.70%
　　CRIC　5.11　4.29%
　　网易　38.96　-2.23%
　　搜狐　50.62　-4.69%
　　百度　110.29　-9.17%
　　分众传媒　20.36　-18.17%
　　盛大　31.08　-9.04%
　　盛大游戏　4.21　-6.65%
　　巨人网络　3.22　-3.01%
　　畅游　26.98　-2.60%
　　第九城市　3.93　-2.24%
　　完美世界　11.58　-8.17%
　　携程网　33.71　0.12%
　　金融界　2.1　-2.78%
　　艺龙　17.52　0.92%
　　前程无忧　43.84　-1.22%
　　掌上灵通　0.82　-0.11%
　　空中网　3.84　6.37%
　　酷6传媒　2.07　4.02%
　　易居中国　6.05　-0.66%
　　华视传媒　1.88　0.00%
　　航美传媒　2.7　4.65%
　　UT斯达康　1.04　0.97%
　　展讯通信　16.75　-10.95%
　　亚信科技　8.14　-4.01%
　　中芯国际　2.47　-1.59%
　　中星微电子　1.35　0.00%
　　炬力　2.08　1.46%
　　侨兴环球　0.79　8.22%
　　泰克飞石　1.85　-1.60%
　　文思信息　6.96　-8.66%
　　诺亚舟　1.68　-1.18%
　　中华网　1　-3.38%
　　CDC软件　3.3　5.43%
　　侨兴移动　1.01　3.06%
　　国人通信　1.68　-12.04%
　　联游网络　0.5　6.36%
　　BCD半导体　5.6　3.13%
　　学而思　10.06　-0.69%
　　学大教育　2.79　-0.36%
　　正保远程教育　2.71　-2.87%
　　新东方　24.36　-11.68%
　　搜房网　11.12　-9.22%
　　蓝汛　4.74　-4.82%
　　高德软件　13.8　-1.15%
　　麦考林　1.41　2.92%
　　优酷网　16.24　-18.31%
　　当当网　5.24　-0.57%
　　斯凯　3.24　-9.24%
　　软通动力　7.63　-4.39%
　　创博国际　2.5　2.46%
　　海辉软件　9.8　-1.31%
　　奇虎360　17.09　-3.72%
　　世纪互联　10.5　0.10%
　　人人公司　5.85　1.04%
　　网秦　4.08　-1.69%
　　世纪佳缘　8.48　-2.97%
　　凤凰新媒体　5.5　2.23%
　　淘米　6.13　-5.69%
　　土豆网　15.05　-10.24%

