美股强劲攀升 中国概念股周二收盘普涨
　　新浪科技讯 北京时间2月4日早间消息，受利好住房销售数据以及默沙东等上市公司好于预期财报刺激，美股周二强劲攀升，非必需消费品板块的上涨抵消了金融板块下跌的影响。受此影响，中国概念股普遍上涨，仅8只股票下跌。
　　截至收盘，道琼斯工业平均指数上涨了141.53点，至8078.36点，涨幅为1.78%。道指昨日收盘点位创2009年新低。标准普尔500指数上涨了13.07点，至838.51点，涨幅为1.58%；纳斯达克综合指数上涨了21.87点，至1516.30点，涨幅为1.46%。中国概念股普遍上涨，仅8只股票下跌，其中金融界涨幅达12.84%。
　　股票名称 最新价 涨跌幅 
　　新浪 20.250 0.100% 
　　网易 19.090 1.920% 
　　搜狐 39.520 2.220% 
　　百度 125.170 -0.280% 
　　分众传媒 7.100 0.420% 
　　盛大 29.810 2.020% 
　　巨人网络 5.690 -1.900% 
　　第九城市 14.960 0.400% 
　　完美时空 14.490 4.170% 
　　携程网 20.350 -0.340% 
　　金融界 9.140 12.840% 
　　艺龙 7.320 0.970% 
　　前程无忧 6.500 1.250% 
　　掌上灵通 1.240 -0.800% 
　　空中网 3.850 -3.020% 
　　华友世纪 1.780 1.710% 
　　易居中国 6.620 0.910% 
　　如家快捷 8.190 1.870% 
　　新东方 52.470 5.150% 
　　正保远程教育 4.460 1.360% 
　　华视传媒 6.050 5.580% 
　　航美传媒 4.960 2.060% 
　　新华财经传媒 0.540 2.810% 
　　永新视博 6.450 2.380% 
　　UT斯达康 1.540 1.990% 
　　展讯通信 0.900 -3.220% 
　　亚信科技 9.190 2.450% 
　　中芯国际 1.790 5.920% 
　　中星微电子 2.000 2.560% 
　　炬力 1.500 1.350% 
　　侨兴环球 1.500 1.340% 
　　德信无线 1.380 2.990% 
　　无锡尚德 9.140 2.010% 
　　文思信息 4.650 -2.310% 
　　诺亚舟 2.550 3.240% 
　　中华网 0.730 -2.670% 


